country,study_id,site_id,year,code,season,sample_id,site_id_wMissing,day,month,year_wMissing,Date,day_of_year,code_wMissing,country_wMissing,sampling_method_long,unit,TaxonomicRes,spp_richness,spp_rich_rare,shannonsH,E10,abundance,turnover,F_to,FRic,FEve,FDiv,FDis,RaoQ,FRed,alien_SppRich,alien_Abund,abundProportion_alienSpp,SppRichProportion_alienSpp,abund_nativeSpp,SppRich_nativeSpp,EPT_SppRich,EPT_Abund,insect_SppRich,insect_Abund,ppt_mm_12moPrior,tmax_C_12moPrior,crop_perc_upstr,urban_perc_upstr
Spain,Spain_1,103000121,2009,103000121_2009,summer,103000121_14.7.2009,103000121,14,7,2009,14.07.2009,195,103000121_2009,Spain,Multi-habitat Kicknet,Ind/sample,family,6,5.330216785,0.432904953,0.072150826,10608,0.333333333,0.1,67.87875024,0.497948724,0.972497229,2.380781448,14.24490469,0.229440136,NA,NA,NA,NA,NA,NA,0,0,5,10607,760,17.41666667,0.3762449,0
Spain,Spain_1,103000121,2010,103000121_2010,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,17.8,0.3762449,0
Spain,Spain_1,103000121,2011,103000121_2011,summer,103000121_22.8.2011,103000121,22,8,2011,22.08.2011,234,103000121_2011,Spain,Multi-habitat Kicknet,Ind/sample,family,5,4.999921509,0.22887217,0.045774434,8221,0.166666667,0.066666667,28.47345762,0.550637696,0.998404282,0.864717631,5.302087988,0.276647187,NA,NA,NA,NA,NA,NA,0,0,5,8221,658,18.10833333,0.3762449,0
Spain,Spain_1,103000121,2012,103000121_2012,summer,103000121_20.8.2012,103000121,20,8,2012,20.08.2012,233,103000121_2012,Spain,Multi-habitat Kicknet,Ind/sample,family,6,4.605550929,0.227443277,0.037907213,20320,0.166666667,0.034482759,29.64247512,0.627852319,0.984323283,0.900492432,5.429215841,0.305810233,NA,NA,NA,NA,NA,NA,0,0,6,20320,582,18.24166667,0.3762449,0
Spain,Spain_1,103000121,2013,103000121_2013,summer,103000121_25.7.2013,103000121,25,7,2013,25.07.2013,206,103000121_2013,Spain,Multi-habitat Kicknet,Ind/sample,family,10,10,0.913151801,0.09131518,3503,0.4,0.096774194,201.6226029,0.232200601,0.894261647,5.612606754,33.59124041,0.265970623,NA,NA,NA,NA,NA,NA,0,0,8,3481,1046,17.4,0.3762449,0
Spain,Spain_1,103000121,2014,103000121_2014,summer,103000121_20.8.2014,103000121,20,8,2014,20.08.2014,232,103000121_2014,Spain,Multi-habitat Kicknet,Ind/sample,family,6,5.180158404,0.245779338,0.040963223,19444,0.666666667,0.15625,38.82708484,0.598142688,0.985052335,0.922219726,5.474190334,0.287219392,NA,NA,NA,NA,NA,NA,0,0,6,19444,714,18.56666667,0.3762449,0
Spain,Spain_1,103000121,2015,103000121_2015,summer,103000121_20.8.2015,103000121,20,8,2015,20.08.2015,232,103000121_2015,Spain,Multi-habitat Kicknet,Ind/sample,family,4,4,0.46791645,0.116979113,12901,0.571428571,0.068965517,3.410179715,0.574028825,0.969660376,2.199170314,13.38707422,0.2742945,NA,NA,NA,NA,NA,NA,0,0,4,12901,844,18.5,0.3762449,0
Spain,Spain_1,103000122,2008,103000122_2008,summer,103000122_15.7.2008,103000122,15,7,2008,15.07.2008,197,103000122_2008,Spain,Multi-habitat Kicknet,Ind/sample,family,15,13.05680621,1.39298233,0.092865489,5416,NA,NA,501.7755096,0.364196424,0.932889515,6.025212929,42.48076191,0.2856778,NA,NA,NA,NA,NA,NA,4,3216,10,4227,679,18.23333333,0.80522218,0.00321275
Spain,Spain_1,103000122,2009,103000122_2009,summer,103000122_20.7.2009,103000122,20,7,2009,20.07.2009,201,103000122_2009,Spain,Multi-habitat Kicknet,Ind/sample,family,19,13.80444412,1.370013843,0.072105992,8338,0.52173913,0.15625,1425.563078,0.488135103,0.923852139,6.321028913,43.49766722,0.281962725,NA,NA,NA,NA,NA,NA,4,4555,13,5863,724,18.06666667,0.80415218,0.00428357
Spain,Spain_1,103000122,2010,103000122_2010,summer,103000122_21.7.2010,103000122,21,7,2010,21.07.2010,202,103000122_2010,Spain,Multi-habitat Kicknet,Ind/sample,family,24,16.706779,1.280823624,0.053367651,7083,0.517241379,0.060606061,1299.400531,0.558751602,0.99944642,6.07914352,40.80820025,0.303526656,NA,NA,NA,NA,NA,NA,4,4115,19,5045,730,18.41666667,0.80308018,0.00535477
Spain,Spain_1,103000122,2011,103000122_2011,summer,103000122_22.8.2011,103000122,22,8,2011,22.08.2011,234,103000122_2011,Spain,Multi-habitat Kicknet,Ind/sample,family,24,19.65175793,1.628190337,0.067841264,6806,0.588235294,0.176470588,1770.432893,0.297370768,0.906643562,5.680336098,38.13920729,0.272035475,NA,NA,NA,NA,NA,NA,4,1333,16,1920,631,18.775,0.80200918,0.00642578
Spain,Spain_1,103000122,2012,103000122_2012,summer,103000122_22.8.2012,103000122,22,8,2012,22.08.2012,235,103000122_2012,Spain,Multi-habitat Kicknet,Ind/sample,family,16,14.59044599,0.923756266,0.057734767,4832,0.461538462,0.033333333,861.6157,0.444927427,0.748974785,4.034621749,26.28191744,0.278163423,NA,NA,NA,NA,NA,NA,4,214,10,754,547,18.89166667,0.79986718,0.00856766
Spain,Spain_1,103000122,2013,103000122_2013,summer,103000122_30.7.2013,103000122,30,7,2013,30.07.2013,211,103000122_2013,Spain,Multi-habitat Kicknet,Ind/sample,family,16,16,0.844950888,0.05280943,2932,0.608695652,0.129032258,527.0023053,0.547869154,0.903415671,5.778347418,34.30020397,0.246235693,NA,NA,NA,NA,NA,NA,4,1585,11,1648,1007,18.05,0.79986718,0.00856766
Spain,Spain_1,103000122,2014,103000122_2014,summer,103000122_21.8.2014,103000122,21,8,2014,21.08.2014,233,103000122_2014,Spain,Multi-habitat Kicknet,Ind/sample,family,15,9.527597119,0.304327096,0.020288473,15250,0.76,0.176470588,664.5932239,0.335396589,0.591831598,1.061998485,5.625944246,0.334063302,NA,NA,NA,NA,NA,NA,3,242,6,251,683,19.275,0.79986718,0.00856766
Spain,Spain_1,103000122,2015,103000122_2015,summer,103000122_23.7.2015,103000122,23,7,2015,23.07.2015,204,103000122_2015,Spain,Multi-habitat Kicknet,Ind/sample,family,27,19.35849747,1.190413176,0.044089377,8724,0.64516129,0.060606061,2861.340036,0.390929441,0.830167973,5.566405802,35.19925038,0.265007089,NA,NA,NA,NA,NA,NA,5,2647,19,2969,817,19.15,0.79986718,0.00856766
Spain,Spain_1,103000123,2007,103000123_2007,summer,103000123_20.6.2007,103000123,20,6,2007,20.06.2007,171,103000123_2007,Spain,Multi-habitat Kicknet,Ind/sample,family,21,20.59877284,1.392130312,0.06629192,5415,NA,NA,1075.893429,0.437257824,0.928738704,5.129862976,31.17198293,0.337980167,NA,NA,NA,NA,NA,NA,5,3994,12,5278,765,19.575,0.302194205,0.0228275
Spain,Spain_1,103000123,2008,103000123_2008,summer,103000123_15.7.2008,103000123,15,7,2008,15.07.2008,197,103000123_2008,Spain,Multi-habitat Kicknet,Ind/sample,family,18,18,1.696122219,0.094229012,5112,0.44,0.096774194,815.94218,0.29572267,0.827829433,6.018786285,37.92615196,0.341434809,NA,NA,NA,NA,NA,NA,7,2839,13,4630,642,18.63333333,0.300747645,0.0238766
Spain,Spain_1,103000123,2009,103000123_2009,summer,103000123_20.7.2009,103000123,20,7,2009,20.07.2009,201,103000123_2009,Spain,Multi-habitat Kicknet,Ind/sample,family,27,22.85102032,1.728664083,0.064024596,10956,0.448275862,0.125,2708.840659,0.477262281,0.82005225,5.623020692,34.13243494,0.349832216,NA,NA,NA,NA,NA,NA,8,8068,16,9451,684,18.45833333,0.299336771,0.0251064
Spain,Spain_1,103000123,2010,103000123_2010,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,18.80833333,0.29864909,0.026011
Spain,Spain_1,103000123,2011,103000123_2011,summer,103000123_22.8.2011,103000123,22,8,2011,22.08.2011,234,103000123_2011,Spain,Multi-habitat Kicknet,Ind/sample,family,37,27.94948146,1.718317423,0.046441011,17691,0.358974359,0,3775.932351,0.421229204,0.926590996,5.693274897,35.25492935,0.337791596,NA,NA,NA,NA,NA,NA,10,13018,21,16193,595,19.175,0.29817821,0.0267347
Spain,Spain_1,103000123,2012,103000123_2012,summer,103000123_23.8.2012,103000123,23,8,2012,23.08.2012,236,103000123_2012,Spain,Multi-habitat Kicknet,Ind/sample,family,32,22.50781557,1.89734444,0.059292014,16727,0.357142857,0,3584.577893,0.376806939,0.923349478,6.474370867,42.95153484,0.309416039,NA,NA,NA,NA,NA,NA,7,6541,18,12970,515,19.275,0.29756321,0.0274583
Spain,Spain_1,103000123,2013,103000123_2013,summer,103000123_30.7.2013,103000123,30,7,2013,30.07.2013,211,103000123_2013,Spain,Multi-habitat Kicknet,Ind/sample,family,24,16.96318226,1.412531331,0.058855472,15700,0.486486486,0.0625,1972.814377,0.442803888,0.744798854,5.23573494,30.379764,0.366942572,NA,NA,NA,NA,NA,NA,10,10971,15,14555,944,18.43333333,0.29716496,0.0278562
Spain,Spain_1,103000123,2014,103000123_2014,summer,103000123_21.8.2014,103000123,21,8,2014,21.08.2014,233,103000123_2014,Spain,Multi-habitat Kicknet,Ind/sample,family,33,23.57044305,1.774959194,0.053786642,17166,0.371428571,0.0625,3313.580996,0.44301237,0.883670284,5.783708602,35.95609457,0.338273284,NA,NA,NA,NA,NA,NA,10,12623,20,14781,642,19.61666667,0.29651396,0.0283989
Spain,Spain_1,103000123,2015,103000123_2015,summer,103000123_20.8.2015,103000123,20,8,2015,20.08.2015,232,103000123_2015,Spain,Multi-habitat Kicknet,Ind/sample,family,27,18.64658864,1.463151584,0.054190799,20363,0.285714286,0,2723.853998,0.320416996,0.854075494,5.56435662,33.78691509,0.338167793,NA,NA,NA,NA,NA,NA,8,15403,17,19623,770,19.54166667,0.29600696,0.0289418
Spain,Spain_1,103000124,2007,103000124_2007,summer,103000124_25.6.2007,103000124,25,6,2007,25.06.2007,176,103000124_2007,Spain,Multi-habitat Kicknet,Ind/sample,family,18,16.70075549,1.403109857,0.077950548,12630,NA,NA,735.52344,0.465472806,0.871105488,6.004792925,37.02312136,0.337784048,NA,NA,NA,NA,NA,NA,3,6788,8,9580,931,18.93333333,0.350724753,0.0433062
Spain,Spain_1,103000124,2008,103000124_2008,summer,103000124_18.8.2008,103000124,18,8,2008,18.08.2008,231,103000124_2008,Spain,Multi-habitat Kicknet,Ind/sample,family,20,20,1.678108114,0.083905406,9768,0.416666667,0.064516129,798.1483479,0.405231786,0.845360125,6.107377235,38.381865,0.316295063,NA,NA,NA,NA,NA,NA,5,5020,12,5878,786,17.96666667,0.348716433,0.0452343
Spain,Spain_1,103000124,2009,103000124_2009,summer,103000124_20.7.2009,103000124,20,7,2009,20.07.2009,201,103000124_2009,Spain,Multi-habitat Kicknet,Ind/sample,family,23,20.3668226,1.760282696,0.07653403,15021,0.464285714,0.0625,1956.293701,0.313569983,0.871023468,6.211777183,39.40887511,0.323898383,NA,NA,NA,NA,NA,NA,5,8226,12,9541,855,17.78333333,0.346225433,0.0471628
Spain,Spain_1,103000124,2010,103000124_2010,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849,18.15,0.344458293,0.04877
Spain,Spain_1,103000124,2011,103000124_2011,summer,103000124_25.8.2011,103000124,25,8,2011,25.08.2011,237,103000124_2011,Spain,Multi-habitat Kicknet,Ind/sample,family,22,20.10754709,1.899929735,0.086360443,13697,0.392857143,0.03125,1125.128695,0.231144367,0.907776913,6.212495014,40.84405549,0.296869729,NA,NA,NA,NA,NA,NA,4,8506,13,10650,731,18.525,0.343654493,0.0498148
Spain,Spain_1,103000124,2012,103000124_2012,summer,103000124_22.8.2012,103000124,22,8,2012,22.08.2012,235,103000124_2012,Spain,Multi-habitat Kicknet,Ind/sample,family,26,22.44545013,1.749045705,0.067270989,14950,0.4,0.03125,2604.78592,0.298454426,0.732767623,6.021935119,38.5082125,0.281761571,NA,NA,NA,NA,NA,NA,4,5634,12,7558,640,18.61666667,0.342449493,0.0511004
Spain,Spain_1,103000124,2013,103000124_2013,summer,103000124_1.8.2013,103000124,1,8,2013,01.08.2013,213,103000124_2013,Spain,Multi-habitat Kicknet,Ind/sample,family,26,20.02340871,1.865183716,0.071737835,20890,0.514285714,0,2740.85758,0.37133978,0.889059777,6.357727572,41.50739238,0.330466328,NA,NA,NA,NA,NA,NA,5,12743,13,16763,1187,17.75833333,0.341726493,0.0518233
Spain,Spain_1,103000124,2014,103000124_2014,summer,103000124_18.8.2014,103000124,18,8,2014,18.08.2014,230,103000124_2014,Spain,Multi-habitat Kicknet,Ind/sample,family,15,12.9356954,1.5938418,0.10625612,15807,0.481481481,0.0625,322.0901985,0.255552921,0.827266363,5.955229827,36.77224429,0.365688277,NA,NA,NA,NA,NA,NA,4,11135,8,13990,806,19.00833333,0.340520493,0.0527876
Spain,Spain_1,103000124,2015,103000124_2015,summer,103000124_17.8.2015,103000124,17,8,2015,17.08.2015,229,103000124_2015,Spain,Multi-habitat Kicknet,Ind/sample,family,20,17.64142223,1.325661864,0.066283093,16741,0.47826087,0.090909091,1512.392873,0.21391959,0.853823814,5.811977213,36.11418201,0.324450388,NA,NA,NA,NA,NA,NA,3,9018,11,11971,958,18.90833333,0.339395493,0.0539129
Spain,Spain_1,103000128,2007,103000128_2007,summer,103000128_4.7.2007,103000128,4,7,2007,04.07.2007,185,103000128_2007,Spain,Multi-habitat Kicknet,Ind/sample,family,48,46.34890222,2.133633686,0.044450702,10962,NA,NA,3990.685801,0.420222966,0.810619169,6.565633855,44.57760557,0.252351092,NA,NA,NA,NA,NA,NA,19,6069,40,10629,1079,15.91666667,0.0685621,0
Spain,Spain_1,103000128,2008,103000128_2008,summer,103000128_16.7.2008,103000128,16,7,2008,16.07.2008,198,103000128_2008,Spain,Multi-habitat Kicknet,Ind/sample,family,46,46,2.163641069,0.047035675,9271,0.350877193,0.03030303,4373.358207,0.351237988,0.764125583,6.488315733,44.65561994,0.266176405,NA,NA,NA,NA,NA,NA,20,5527,39,9043,978,15.225,0.0685621,0
Spain,Spain_1,103000128,2009,103000128_2009,summer,103000128_16.7.2009,103000128,16,7,2009,16.07.2009,197,103000128_2009,Spain,Multi-habitat Kicknet,Ind/sample,family,46,45.254459,2.326353539,0.050572903,10361,0.230769231,0.060606061,4058.013951,0.361868541,0.8501606,6.961180511,49.39329247,0.224181027,NA,NA,NA,NA,NA,NA,18,4349,39,10165,1043,15.10833333,0.0685621,0
Spain,Spain_1,103000128,2010,103000128_2010,summer,103000128_20.7.2010,103000128,20,7,2010,20.07.2010,201,103000128_2010,Spain,Multi-habitat Kicknet,Ind/sample,family,56,52.74966309,2.354247379,0.042040132,12569,0.271186441,0.03030303,6211.971285,0.364927387,0.892433464,6.921122361,48.83964717,0.240110285,NA,NA,NA,NA,NA,NA,19,4802,47,12289,1055,15.475,0.0685621,0
Spain,Spain_1,103000128,2011,103000128_2011,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888,15.51666667,0.0685621,0
Spain,Spain_1,103000128,2012,103000128_2012,summer,103000128_22.8.2012,103000128,22,8,2012,22.08.2012,235,103000128_2012,Spain,Multi-habitat Kicknet,Ind/sample,family,40,37.06134746,2.180772912,0.054519323,13384,0.344827586,0.060606061,2983.747335,0.366708216,0.937723343,6.92347671,49.25432539,0.210390007,NA,NA,NA,NA,NA,NA,16,3120,34,12643,759,15.95,0.0685621,0
Spain,Spain_1,103000128,2013,103000128_2013,summer,103000128_24.7.2013,103000128,24,7,2013,24.07.2013,205,103000128_2013,Spain,Multi-habitat Kicknet,Ind/sample,family,47,39.39220826,2.168710907,0.046142785,29457,0.294117647,0.060606061,3624.127615,0.401825183,0.910765542,7.065467791,50.52663129,0.278940731,NA,NA,NA,NA,NA,NA,19,9274,40,28730,1440,15.225,0.0685621,0
Spain,Spain_1,103000128,2014,103000128_2014,summer,103000128_19.8.2014,103000128,19,8,2014,19.08.2014,231,103000128_2014,Spain,Multi-habitat Kicknet,Ind/sample,family,44,37.52403891,2.280264117,0.051824184,19350,0.345454545,0.03030303,3876.21256,0.307388367,0.914682939,6.593267652,45.19960934,0.275444148,NA,NA,NA,NA,NA,NA,16,11293,37,17407,1017,16.00833333,0.0725935,0
Spain,Spain_1,103000128,2015,103000128_2015,summer,103000128_22.9.2015,103000128,22,9,2015,22.09.2015,265,103000128_2015,Spain,Multi-habitat Kicknet,Ind/sample,family,47,45.00940983,2.601280917,0.055346402,10658,0.345454545,0.03030303,4820.951403,0.314885389,0.923509803,7.096001635,51.36207734,0.244052621,NA,NA,NA,NA,NA,NA,16,4284,38,9948,1151,16.375,0.0725935,0
Spain,Spain_1,103000129,2006,103000129_2006,summer,103000129_1.6.2006,103000129,1,6,2006,01.06.2006,152,103000129_2006,Spain,Multi-habitat Kicknet,Ind/sample,family,37,37,2.251714897,0.060857159,6399,NA,NA,2493.97693,0.396218923,0.902659395,6.115328855,42.46183344,0.330891379,NA,NA,NA,NA,NA,NA,17,4296,32,5975,963,15.39166667,0.02820714,0
Spain,Spain_1,103000129,2007,103000129_2007,summer,103000129_4.7.2007,103000129,4,7,2007,04.07.2007,185,103000129_2007,Spain,Multi-habitat Kicknet,Ind/sample,family,39,33.31862575,2.255685897,0.0578381,16621,0.311111111,0.029411765,2321.988154,0.303951912,0.870322265,5.777257435,39.31515937,0.3354481,NA,NA,NA,NA,NA,NA,18,12691,34,15934,1129,16.4,0.02820714,0
Spain,Spain_1,103000129,2008,103000129_2008,summer,103000129_16.7.2008,103000129,16,7,2008,16.07.2008,198,103000129_2008,Spain,Multi-habitat Kicknet,Ind/sample,family,38,35.83791022,2.450396626,0.064484122,8303,0.209302326,0.03030303,2513.382332,0.328365417,0.821295156,6.860862774,50.41356167,0.27190976,NA,NA,NA,NA,NA,NA,19,4817,34,7375,956,15.375,0.02820714,0
Spain,Spain_1,103000129,2009,103000129_2009,summer,103000129_17.7.2009,103000129,17,7,2009,17.07.2009,198,103000129_2009,Spain,Multi-habitat Kicknet,Ind/sample,family,37,34.13457583,2.508922039,0.067808704,9633,0.255813953,0,2777.897669,0.306408955,0.867974858,7.361447102,56.54373802,0.22438141,NA,NA,NA,NA,NA,NA,15,3487,31,8577,1061,15.225,0.02820714,0
Spain,Spain_1,103000129,2010,103000129_2010,summer,103000129_20.7.2010,103000129,20,7,2010,20.07.2010,201,103000129_2010,Spain,Multi-habitat Kicknet,Ind/sample,family,43,38.5035794,2.60697002,0.06062721,13632,0.333333333,0,3429.540267,0.361487208,0.816256583,6.927242636,51.80141062,0.268573909,NA,NA,NA,NA,NA,NA,17,7877,37,12545,1043,15.6,0.02820714,0
Spain,Spain_1,103000129,2011,103000129_2011,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,15.95,0.02820714,0
Spain,Spain_1,103000129,2012,103000129_2012,summer,103000129_22.8.2012,103000129,22,8,2012,22.08.2012,235,103000129_2012,Spain,Multi-habitat Kicknet,Ind/sample,family,39,33.98422797,2.490493392,0.063858805,18960,0.217391304,0,3042.628388,0.370059291,0.832378148,7.029013897,52.99253515,0.255535444,NA,NA,NA,NA,NA,NA,17,9963,34,15092,784,16.05833333,0.02820714,0
Spain,Spain_1,103000129,2013,103000129_2013,summer,103000129_24.7.2013,103000129,24,7,2013,24.07.2013,205,103000129_2013,Spain,Multi-habitat Kicknet,Ind/sample,family,38,31.23815371,2.153132834,0.05666139,20674,0.326086957,0,2623.627318,0.363037884,0.881078649,7.176208857,53.42377793,0.211596752,NA,NA,NA,NA,NA,NA,16,7239,33,17375,1425,15.24166667,0.02820714,0
Spain,Spain_1,103000129,2014,103000129_2014,summer,103000129_19.8.2014,103000129,19,8,2014,19.08.2014,231,103000129_2014,Spain,Multi-habitat Kicknet,Ind/sample,family,39,26.44748479,1.732722167,0.044428774,34348,0.209302326,0.060606061,2807.993642,0.282244785,0.967149509,6.909030186,50.55222681,0.207711911,NA,NA,NA,NA,NA,NA,18,10942,33,27970,997,16.475,0.02820714,0
Spain,Spain_1,103000130,2006,103000130_2006,summer,103000130_7.6.2006,103000130,7,6,2006,07.06.2006,158,103000130_2006,Spain,Multi-habitat Kicknet,Ind/sample,family,43,43,2.608218168,0.060656236,8353,NA,NA,3832.342851,0.378707225,0.842399159,6.500830722,44.15118405,0.321825616,NA,NA,NA,NA,NA,NA,22,5148,37,7903,971,14.24166667,0.0368044,0
Spain,Spain_1,103000130,2007,103000130_2007,summer,103000130_5.7.2007,103000130,5,7,2007,05.07.2007,186,103000130_2007,Spain,Multi-habitat Kicknet,Ind/sample,family,36,35.14042445,2.342356257,0.065065452,11318,0.244444444,0.058823529,1870.093338,0.399343697,0.771341573,5.905975487,38.49311712,0.317128179,NA,NA,NA,NA,NA,NA,19,8291,33,10850,1146,15.325,0.0368044,0
Spain,Spain_1,103000130,2008,103000130_2008,summer,103000130_16.7.2008,103000130,16,7,2008,16.07.2008,198,103000130_2008,Spain,Multi-habitat Kicknet,Ind/sample,family,40,39.56002535,2.612393216,0.06530983,8775,0.19047619,0,2757.87085,0.283695594,0.829295919,6.889265333,50.47552905,0.258013888,NA,NA,NA,NA,NA,NA,19,4629,34,7296,969,14.28333333,0.0368044,0
Spain,Spain_1,103000130,2009,103000130_2009,summer,103000130_28.7.2009,103000130,28,7,2009,28.07.2009,209,103000130_2009,Spain,Multi-habitat Kicknet,Ind/sample,family,40,35.35089369,2.59327555,0.064831889,17383,0.181818182,0.03030303,2181.096602,0.189728803,0.781645754,6.901055575,49.6310694,0.285605309,NA,NA,NA,NA,NA,NA,19,8681,34,15925,1088,14.10833333,0.0368044,0
Spain,Spain_1,103000130,2010,103000130_2010,summer,103000130_20.7.2010,103000130,20,7,2010,20.07.2010,201,103000130_2010,Spain,Multi-habitat Kicknet,Ind/sample,family,40,35.67605989,2.31561544,0.057890386,16427,0.139534884,0,2248.534767,0.281604033,0.810372382,6.884677797,48.53422075,0.252188666,NA,NA,NA,NA,NA,NA,18,6566,34,15428,1069,14.50833333,0.0368044,0
Spain,Spain_1,103000130,2011,103000130_2011,summer,103000130_13.8.2011,103000130,13,8,2011,13.08.2011,225,103000130_2011,Spain,Multi-habitat Kicknet,Ind/sample,family,38,33.75240492,2.010953639,0.052919833,18691,0.227272727,0.03030303,1857.790725,0.368462061,0.830251547,6.385827911,43.69292565,0.292056288,NA,NA,NA,NA,NA,NA,18,9849,32,17296,890,14.83333333,0.0368044,0
Spain,Spain_1,103000130,2012,103000130_2012,summer,103000130_21.8.2012,103000130,21,8,2012,21.08.2012,234,103000130_2012,Spain,Multi-habitat Kicknet,Ind/sample,family,40,36.70208806,2.605134685,0.065128367,18422,0.186046512,0.03125,2324.095127,0.322676983,0.77027506,7.105835316,53.72418603,0.236972165,NA,NA,NA,NA,NA,NA,20,9538,33,15996,784,14.95833333,0.0368044,0
Spain,Spain_1,103000130,2013,103000130_2013,summer,103000130_24.7.2013,103000130,24,7,2013,24.07.2013,205,103000130_2013,Spain,Multi-habitat Kicknet,Ind/sample,family,38,33.92817087,2.401794601,0.063205121,15669,0.266666667,0.03125,2212.690377,0.252040635,0.786463652,7.053954926,51.39594319,0.254252735,NA,NA,NA,NA,NA,NA,18,6029,34,14420,1430,14.15,0.0368044,0
Spain,Spain_1,103000130,2014,103000130_2014,summer,103000130_19.8.2014,103000130,19,8,2014,19.08.2014,231,103000130_2014,Spain,Multi-habitat Kicknet,Ind/sample,family,37,28.55402147,1.436108723,0.038813749,32499,0.214285714,0.058823529,2515.99884,0.2669946,0.934792389,5.066803851,33.07755495,0.241782826,NA,NA,NA,NA,NA,NA,16,6748,31,31250,1012,15.375,0.0368044,0
Spain,Spain_1,103000170,2008,103000170_2008,summer,103000170_25.7.2008,103000170,25,7,2008,25.07.2008,207,103000170_2008,Spain,Multi-habitat Kicknet,Ind/sample,family,37,29.23525046,1.744036327,0.047136117,3758,NA,NA,3787.500446,0.577797488,0.983479133,7.2468405,56.00917157,0.244800391,NA,NA,NA,NA,NA,NA,10,925,29,2231,711,16.075,0.29084548,0
Spain,Spain_1,103000170,2009,103000170_2009,summer,103000170_9.7.2009,103000170,9,7,2009,09.07.2009,190,103000170_2009,Spain,Multi-habitat Kicknet,Ind/sample,family,42,42,1.318952813,0.031403638,2173,0.42,0.058823529,4659.912582,0.628642147,0.93196725,5.115680865,37.51013597,0.205882962,NA,NA,NA,NA,NA,NA,12,111,31,636,699,15.95,0.29084548,0
Spain,Spain_1,103000170,2010,103000170_2010,summer,103000170_26.7.2010,103000170,26,7,2010,26.07.2010,207,103000170_2010,Spain,Multi-habitat Kicknet,Ind/sample,family,30,21.65694245,1.21979168,0.040659723,13476,0.4,0.058823529,2384.018748,0.48090493,0.91979673,4.68121091,33.5572153,0.200508028,NA,NA,NA,NA,NA,NA,10,1071,22,3698,810,16.325,0.29084548,0
Spain,Spain_1,103000170,2011,103000170_2011,summer,103000170_29.9.2011,103000170,29,9,2011,29.09.2011,272,103000170_2011,Spain,Multi-habitat Kicknet,Ind/sample,family,40,24.29140361,1.637283353,0.040932084,22557,0.541666667,0.088235294,4164.781164,0.310712854,0.967729815,5.995929383,39.31755552,0.207463342,NA,NA,NA,NA,NA,NA,11,1757,30,8650,676,16.39166667,0.29084548,0
Spain,Spain_1,103000170,2012,103000170_2012,summer,103000170_18.9.2012,103000170,18,9,2012,18.09.2012,262,103000170_2012,Spain,Multi-habitat Kicknet,Ind/sample,family,39,28.29213264,1.984175861,0.050876304,11447,0.42,0.088235294,3471.453748,0.362583887,0.931297217,7.191000507,53.79695355,0.205230603,NA,NA,NA,NA,NA,NA,12,1697,28,7717,561,16.75833333,0.29061148,0.00023407
Spain,Spain_1,103000170,2013,103000170_2013,summer,103000170_20.8.2013,103000170,20,8,2013,20.08.2013,232,103000170_2013,Spain,Multi-habitat Kicknet,Ind/sample,family,29,13.13498112,1.364475669,0.047050885,26205,0.454545455,0.090909091,1862.401131,0.534250461,0.853690783,5.746323352,41.55076552,0.233252069,NA,NA,NA,NA,NA,NA,10,3074,20,9016,943,16.04166667,0.29061148,0.00023407
Spain,Spain_1,103000170,2014,103000170_2014,summer,103000170_4.8.2014,103000170,4,8,2014,04.08.2014,216,103000170_2014,Spain,Multi-habitat Kicknet,Ind/sample,family,32,16.30545959,1.563517889,0.048859934,18556,0.512195122,0.121212121,2328.547055,0.413175321,0.930123263,5.985490825,40.27205703,0.29695131,NA,NA,NA,NA,NA,NA,9,1945,25,4540,715,16.775,0.29061148,0.00023407
Spain,Spain_1,103000170,2015,103000170_2015,summer,103000170_3.8.2015,103000170,3,8,2015,03.08.2015,215,103000170_2015,Spain,Multi-habitat Kicknet,Ind/sample,family,31,19.6361524,1.768583345,0.057051076,15114,0.425,0,1882.989428,0.377552721,0.965256494,6.673531471,48.26053923,0.268733586,NA,NA,NA,NA,NA,NA,11,1240,25,5483,743,17.10833333,0.29061148,0.00023407
