"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","AGABUS SP.","AGAPETUS SP.","ALBOGLOSSIPHONIA HYALINA","AMPHINEMURA SP.","AMPULLACEANA BALTHICA","ANCYLUS FLUVIATILIS","ANODONTA SP.","APHELOCHEIRUS AESTIVALIS","AQUARIUS NAJAS","ASELLUS AQUATICUS","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIS SP.","BITHYNIA TENTACULATA","BRACHYCENTRUS SUBNUBILUS","BRACHYCERCUS HARRISELLA","BRACHYPTERA SP.","BRYOZOA GEN. SP.","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CENTROPTILUM LUTEOLUM","CERATOPOGONIDAE GEN. SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOPS SP.","CLINOCERINAE GEN. SP.","CLOEON DIPTERUM","COENAGRIONIDAE GEN. SP.","CORDULEGASTER BOLTONII","CORIXIDAE GEN. SP.","CRANGONYX PSEUDOGRACILIS","CULICIDAE GEN. SP.","CYPHON SP.","CYRNUS TRIMACULATUS","DICRANOTA SP.","DIXA SP.","DOLICHOPODIDAE GEN. SP.","DUGESIA GONOCEPHALA","DUGESIA LUGUBRIS/POLYCHROA","DUGESIA TIGRINA","ECDYONURUS DISPAR","ECDYONURUS TORRENTIS","ECDYONURUS VENOSUS-GR.","ELMIS SP.","ELODES SP.","EPEORUS ASSIMILIS","EPHEMERA DANICA","EPHEMERA VULGATA","ERPOBDELLA SP.","ESOLUS ANGUSTATUS","FREDERICELLA SULTANA","GALBA TRUNCATULA","GAMMARUS SP.","GERRIS SP.","GLOSSIPHONIA SP.","GLOSSOSOMA BOLTONI","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GYRAULUS ALBUS","HALIPLUS FLUVIATILIS","HELOBDELLA STAGNALIS","HEMERODROMIA SP.","HEMICLEPSIS MARGINATA","HEPTAGENIA COERULANS","HEPTAGENIA FLAVA","HEPTAGENIA SULPHUREA","HYDRAENA SP.","HYDROBIIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPORINAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILA SP.","ILYOCORIS CIMICOIDES SSP.","ITHYTRICHIA LAMELLARIS","LACCOPHILUS SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LYPE SP.","MICRASEMA LONGULUM","MUSCULIUM LACUSTRE","NEMATOCERA GEN. SP.","NEMOURA SP.","NEMURELLA PICTETII","NEPA CINEREA","NEURECLIPSIS BIMACULATA","NIPHARGUS SP.","NOTIDOBIA CILIARIS","NOTONECTA SP.","ODELES MARGINATA","ODONTOCERUM ALBICORNE","OECISMUS MONEDULA SSP.","OLIGOCHAETA GEN. SP.","OLIGONEURIELLA RHENANA","ORCONECTES LIMOSUS","ORECTOCHILUS VILLOSUS","OULIMNIUS SP.","PALUDICELLA ARTICULATA","PEDICIA SP.","PEREGRIANA LABIATA","PERLODIDAE GEN. SP.","PHYSELLA SP.","PISCICOLA SP.","PISIDIUM SP.","PLANARIA TORVA","PLATAMBUS MACULATUS","PLATYCNEMIS PENNIPES","PLECTROCNEMIA SP.","PLUMATELLA SP.","POLYCELIS FELINA","POLYCELIS NIGRA/TENUIS","POLYCENTROPUS FLAVOMACULATUS SSP.","POLYCENTROPUS IRRORATUS","POTAMANTHUS LUTEUS","PROASELLUS COXALIS","PROCLOEON BIFIDUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA PUSILLA","RADIX SP.","RHITHROGENA SP.","RHYACOPHILA SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHLONURUS LACUSTRIS","SISYRA SP.","SOMATOCHLORA METALLICA","SPHAERIUM SP.","SPONGILLIDAE GEN. SP.","THEROMYZON TESSULATUM","TIPULIDAE GEN. SP.","TORLEYA MAJOR","UNIO PICTORUM SSP.","VELIA SP."
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-31.05.2011","31.05.2011",2011,5,31,0,0,0,0,0,0,0,0,16,0,1,0,0,10,0,208,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,11,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-26.07.2012","26.07.2012",2012,7,26,0,0,0,0,0,0,0,0,52,0,0,0,18,23,0,160,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,77,6,0,0,0,0,0,0,1,0,5,0,0,0,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,2,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-24.05.2013","24.05.2013",2013,5,24,0,0,0,0,0,0,0,0,18,0,0,0,0,52,0,17,0,0,0,19,3,3,0,2,0,52,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,15,52,0,0,0,0,0,0,10,0,0,3,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,1,2,0,0,0,0,2,0,0,0,0,160,0,5,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-24.06.2015","24.06.2015",2015,6,24,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,4,0,0,0,160,3,3,9,2,0,513,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1,0,0,0,10,0,0,0,0,0,0,6,0,0,1,0,0,1,16,0,0,0,0,0,0,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,0,2,4,0,2,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-22.06.2016","22.06.2016",2016,6,22,0,0,0,0,0,5,0,0,52,0,0,0,0,52,10,160,0,0,0,52,2,2,0,1,0,159,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3,0,0,0,0,0,0,8,0,0,5,0,0,53,13,0,0,0,0,0,0,8,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,52,1,2,0,0,0,3,7,0,2,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-01.06.2017","01.06.2017",2017,6,1,0,0,0,0,0,0,0,1,52,0,0,0,0,48,1,52,0,0,2,5,13,13,0,2,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,10,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,0,0,0,0,0,0,0,0,8,0,1,10,0,0,0,0,0,0,6,0,5,0,0,1,0,0,2,0,160,0,158,0,0,0,1,7,0,0,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-12.06.2018","12.06.2018",2018,6,12,0,0,0,0,0,2,0,1,18,0,0,0,2,160,8,52,0,0,0,2,14,14,0,1,0,519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,160,1,0,0,0,12,0,0,0,0,0,0,6,0,0,2,0,0,54,17,0,0,0,0,0,0,1,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2,0,0,0,0,0,0,0,12,0,52,0,0,10,0,0,0,0,0,0,23,0,0,0,0,0,10,0,1,0,6,1,52,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-04.07.2019","04.07.2019",2019,7,4,0,0,0,0,0,0,1,0,8,0,0,0,0,49,1,160,0,0,0,17,10,10,0,1,0,520,0,1,0,3,0,0,162,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,4,6,0,0,2,0,0,0,1,0,0,0,0,0,52,4,1,0,5,0,0,1,58,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,14,0,0,0,0,2,1,0,0,0,52,0,158,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-14.07.2020","14.07.2020",2020,7,14,0,0,0,0,0,0,0,1,65,0,1,0,0,23,0,650,0,0,0,0,1,1,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,3,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,200,0,0,0,10,0,0,0,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-22.07.2010","22.07.2010",2010,7,22,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,9,0,0,0,21,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,13,0,0,1,0,0,3,2,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-31.05.2011","31.05.2011",2011,5,31,0,0,0,0,0,0,0,0,5,0,0,0,0,35,0,160,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,213,0,54,0,0,0,0,0,0,1,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-05.06.2012","05.06.2012",2012,6,5,0,0,0,0,0,0,0,0,52,0,0,0,4,24,0,520,0,0,0,0,0,0,0,0,0,160,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,3,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,3,0,0,0,0,0,0,3,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-29.07.2013","29.07.2013",2013,7,29,0,0,0,0,0,0,0,0,17,0,0,0,6,12,1,520,0,0,0,6,0,0,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,1,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,52,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-25.06.2015","25.06.2015",2015,6,25,0,0,0,0,0,0,0,0,22,0,0,0,1,52,0,520,0,0,0,19,0,0,0,1,0,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,43,0,3,0,0,0,0,52,0,0,0,0,0,163,0,0,0,0,0,0,0,2,0,11,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,160,0,4,0,0,0,0,0,0,10,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-22.06.2016","22.06.2016",2016,6,22,0,0,0,0,0,0,0,0,8,0,0,0,4,160,0,160,0,0,0,50,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,0,53,52,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,160,0,159,0,0,0,0,0,0,50,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-05.07.2017","05.07.2017",2017,7,5,0,0,0,0,0,2,0,1,2,0,0,0,0,162,0,6,0,0,0,12,0,0,0,0,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,51,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-05.06.2018","05.06.2018",2018,6,5,0,0,0,0,0,5,0,0,10,0,0,0,1,54,0,160,2,0,0,52,1,1,0,0,0,519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,1,0,0,0,0,0,0,22,0,0,1,0,0,159,2,0,0,0,0,0,0,10,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,2,0,0,0,0,0,11,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,160,0,51,0,0,0,1,0,0,23,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-20.06.2019","20.06.2019",2019,6,20,0,0,0,0,0,0,1,0,23,0,0,0,2,161,0,1600,0,0,0,2,6,6,0,0,0,51,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,1,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,53,9,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,0,0,0,0,0,0,0,0,10,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,160,0,11,0,0,0,6,0,0,0,0,0,0
"GER_072_MZB_LO_33","GER_072_MZB_LO_33-14.07.2020","14.07.2020",2020,7,14,1,0,0,0,0,3,0,1,65,0,1,0,1,18,3,200,0,0,0,1,1,1,0,0,0,65,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,650,0,0,0,0,1,0,0,11,0,0,0,1,1,0,1,0,0,24,1,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,9,1,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,64,0,0,0,3,0,0,0,0,0,0
"GER_072_MZB_LO_34","GER_072_MZB_LO_34-22.07.2010","22.07.2010",2010,7,22,0,0,0,1,0,2,0,2,75,0,2,0,1,21,2,33,0,0,0,81,14,14,2,0,0,22,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,30,2,0,1,0,1,15,0,0,0,9,0,0,0,46,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,178,0,2,0,0,0,2,0,1,1,0,0,0
"GER_072_MZB_LO_34","GER_072_MZB_LO_34-16.06.2011","16.06.2011",2011,6,16,0,0,0,0,0,0,0,0,2,0,0,0,4,32,0,212,0,0,0,10,1,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,17,0,0,0,0,0,0,0,2,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,88,0,257,0,0,0,1,0,0,2,0,0,0
"GER_072_MZB_LO_34","GER_072_MZB_LO_34-26.07.2012","26.07.2012",2012,7,26,0,0,0,0,0,0,0,0,52,0,0,0,4,9,0,160,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,1,3,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,8,0,0,0,7,0,0,0,0,0,0
"GER_072_MZB_LO_34","GER_072_MZB_LO_34-29.07.2013","29.07.2013",2013,7,29,0,0,0,0,0,0,0,0,52,0,0,0,8,50,6,160,0,0,2,6,1,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,38,15,0,0,0,0,51,9,0,0,0,0,0,0,0,0,2,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,52,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_34","GER_072_MZB_LO_34-25.06.2015","25.06.2015",2015,6,25,0,0,0,0,1,4,0,0,52,0,0,0,4,160,0,160,2,0,0,52,0,0,0,2,0,50,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,19,4,0,2,0,0,56,0,0,0,0,0,0,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,160,0,161,0,0,0,6,0,0,14,0,0,0
"GER_072_MZB_LO_34","GER_072_MZB_LO_34-23.05.2016","23.05.2016",2016,5,23,0,0,0,0,0,2,3,0,52,0,0,0,0,153,10,52,0,0,0,0,3,3,0,1,0,51,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,1,0,0,2,13,0,0,0,0,52,52,0,0,0,0,0,0,17,0,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,2,520,0,159,0,0,0,51,0,0,3,0,0,0
"GER_072_MZB_LO_34","GER_072_MZB_LO_34-05.07.2017","05.07.2017",2017,7,5,0,0,0,0,0,1,11,0,52,0,0,0,2,158,2,160,0,0,0,5,0,0,0,1,0,154,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,0,0,0,0,9,0,0,0,0,0,0,21,0,2,0,0,0,161,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,1,0,6,0,160,0,157,0,0,0,4,0,0,2,0,0,0
"GER_072_MZB_LO_34","GER_072_MZB_LO_34-05.06.2018","05.06.2018",2018,6,5,0,0,0,0,0,0,52,0,52,0,0,0,0,53,1,2400,2,0,0,50,2,2,0,0,0,158,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,313,0,0,0,0,0,0,0,8,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,2,0,14,0,160,0,521,0,0,0,10,2,0,0,0,0,0
"GER_072_MZB_LO_34","GER_072_MZB_LO_34-20.06.2019","20.06.2019",2019,6,20,0,0,0,0,0,0,9,0,52,0,0,0,0,53,2,520,0,0,0,3,2,2,0,2,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160,0,0,0,6,3,0,0,0,1,0,0,10,2,0,2,0,0,156,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,160,0,159,0,1,0,5,7,0,0,0,0,0
"GER_072_MZB_LO_59","GER_072_MZB_LO_59-18.05.2009","18.05.2009",2009,5,18,0,0,0,0,160,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,165,26,70,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,53,0,0,0,0,0,2,0,54,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,162,0,0,0,0,11,0,0,3,3,0,160,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_59","GER_072_MZB_LO_59-10.06.2010","10.06.2010",2010,6,10,0,0,0,0,50,0,0,0,0,0,0,0,2,56,0,0,0,0,0,0,0,0,0,1,0,1,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152,0,0,0,0,10,3,0,0,54,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_59","GER_072_MZB_LO_59-24.05.2012","24.05.2012",2012,5,24,0,0,0,0,76,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,115,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,2,0,0,0,0,0,0,0,0,0,152,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,9,0,23,0,0,0,0,0,0,304,0,0,0,0,15,1,0,0,100,2,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_59","GER_072_MZB_LO_59-05.06.2014","05.06.2014",2014,6,5,0,0,0,0,52,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,4,52,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,3,19,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,3,1,0,0,0,3,0,0,1,162,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_59","GER_072_MZB_LO_59-22.06.2015","22.06.2015",2015,6,22,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,50,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,90,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,18,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_59","GER_072_MZB_LO_59-28.04.2016","28.04.2016",2016,4,28,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0,15,160,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,160,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,52,0,0,0,0,0,0,52,0,0,0,0,0,3,0,2,28,0,0,0,0,0,0,0,0,0,0
