"sample_Id","Ecological.Quality.Class","Ecological.Quality.Ratio_DJ","Ecological.Quality.Ratio_ASPT","BMWP","ASPT","Saprobic.Index.following.Zelinka...Marvan..1961..2","Danish.Stream.Fauna.Index","DJ.Index","Site.ID","Sampling.date"
"104000075_18.09.2014","G",0.89,0.88,80,5.714,1.254,5,13,"104000075","18.09.2014"
"104000075_19.09.2006","G",0.78,0.81,58,5.273,1.3,5,12,"104000075","19.09.2006"
"104000075_19.09.2012","G",0.89,0.85,78,5.571,1.383,5,13,"104000075","19.09.2012"
"104000075_19.09.2015","G",0.78,0.77,55,5,1.308,4,12,"104000075","19.09.2015"
"104000075_22.09.2007","G",0.78,0.8,63,5.25,1.3,5,12,"104000075","22.09.2007"
"104000075_24.09.2009","G",0.89,0.83,65,5.417,1.325,5,13,"104000075","24.09.2009"
"104000084_03.09.2005","H",1.11,1.03,148,6.727,1.504,7,15,"104000084","03.09.2005"
"104000084_04.09.2010","H",1.11,1.04,184,6.815,1.443,7,15,"104000084","04.09.2010"
"104000084_04.10.2011","H",1.11,1.01,152,6.609,1.577,7,15,"104000084","04.10.2011"
"104000084_09.09.2016","H",1.11,1.1,201,7.179,1.504,7,15,"104000084","09.09.2016"
"104000084_11.09.2018","H",1.11,1.11,232,7.25,1.445,7,15,"104000084","11.09.2018"
"104000084_12.09.2015","H",1.11,1.06,194,6.929,1.509,7,15,"104000084","12.09.2015"
"104000084_13.09.2012","H",1.11,1.05,185,6.852,1.573,7,15,"104000084","13.09.2012"
"104000084_15.09.2013","H",1.11,1.1,209,7.207,1.412,7,15,"104000084","15.09.2013"
"104000084_15.09.2014","H",1.11,1.11,217,7.233,1.542,7,15,"104000084","15.09.2014"
"104000084_16.09.2006","H",1.11,1.05,164,6.833,1.512,7,15,"104000084","16.09.2006"
"104000100_19.06.2005","H",1.11,1.06,200,6.897,1.734,7,15,"104000100","19.06.2005"
"104000100_21.05.2011","H",1,1.02,187,6.679,1.768,7,14,"104000100","21.05.2011"
"104000100_27.05.2008","H",1.11,1.07,209,6.967,1.769,7,15,"104000100","27.05.2008"
"104000100_30.05.2002","H",1,1.02,200,6.667,1.667,7,14,"104000100","30.05.2002"
"104000100_30.05.2013","H",1,1.04,197,6.793,1.747,7,14,"104000100","30.05.2013"
"104000100_31.05.2010","H",1,1.03,175,6.731,1.868,7,14,"104000100","31.05.2010"
"104000100_31.05.2016","H",1,1.01,165,6.6,1.776,7,14,"104000100","31.05.2016"
"104000101_01.11.2004","H",1,1,111,6.529,1.714,7,14,"104000101","01.11.2004"
"104000101_05.10.2007","H",1,0.98,115,6.389,1.729,7,14,"104000101","05.10.2007"
"104000101_06.09.2005","H",1,0.98,122,6.421,1.806,7,14,"104000101","06.09.2005"
"104000101_12.10.2012","H",1,0.99,103,6.438,1.314,7,14,"104000101","12.10.2012"
"104000101_21.09.2016","H",0.89,0.93,122,6.1,1.568,6,13,"104000101","21.09.2016"
"104000101_24.09.2011","H",1,0.98,109,6.412,1.327,5,14,"104000101","24.09.2011"
"104000101_24.09.2018","G",0.78,0.92,114,6,1.578,5,12,"104000101","24.09.2018"
"104000101_25.09.2010","H",0.89,0.97,114,6.333,1.942,6,13,"104000101","25.09.2010"
"104000101_25.09.2017","H",1,1,118,6.556,1.585,5,14,"104000101","25.09.2017"
"104000101_27.09.2006","H",0.89,0.94,123,6.15,1.696,7,13,"104000101","27.09.2006"
"104000101_27.09.2015","H",1,1.01,119,6.611,1.388,7,14,"104000101","27.09.2015"
"104000101_27.09.2019","H",0.89,0.95,112,6.222,1.688,7,13,"104000101","27.09.2019"
"104000101_28.09.2008","H",0.89,0.9,124,5.905,1.543,7,13,"104000101","28.09.2008"
"104000101_28.09.2014","H",1,1.01,139,6.619,1.581,7,14,"104000101","28.09.2014"
"104000101_29.09.2013","G",0.89,0.9,88,5.867,1.563,5,13,"104000101","29.09.2013"
"104000101_30.09.2009","H",1,1.01,125,6.579,1.809,7,14,"104000101","30.09.2009"
"104000103_02.10.2011","H",1.11,1.06,149,7.095,1.893,7,15,"104000103","02.10.2011"
"104000103_05.09.2016","H",1,1.06,149,7.095,1.993,7,14,"104000103","05.09.2016"
"104000103_07.09.2018","H",1,1.06,155,7.045,1.928,7,14,"104000103","07.09.2018"
"104000103_08.10.2017","H",1,1.01,135,6.75,1.456,7,14,"104000103","08.10.2017"
"104000103_09.09.2019","H",1.11,1.1,154,7.333,1.439,7,15,"104000103","09.09.2019"
"104000103_16.09.2015","H",1.11,1.04,111,6.938,1.663,0,15,"104000103","16.09.2015"
"104000103_22.09.2014","H",1,1.02,150,6.818,1.906,7,14,"104000103","22.09.2014"
"104000103_24.09.2013","H",1,1.07,164,7.13,1.931,7,14,"104000103","24.09.2013"
"104000103_25.09.2012","H",1,1.04,118,6.941,1.906,7,14,"104000103","25.09.2012"
"104000105_02.09.2010","G",0.89,0.87,102,5.667,1.893,5,13,"104000105","02.09.2010"
"104000105_06.10.2011","G",0.89,0.88,92,5.75,1.787,6,13,"104000105","06.10.2011"
"104000105_07.09.2016","G",0.89,0.9,94,5.875,1.832,6,13,"104000105","07.09.2016"
"104000105_09.09.2018","H",0.89,0.96,107,6.294,1.896,6,13,"104000105","09.09.2018"
"104000105_10.09.2017","G",0.89,0.88,92,5.75,1.851,5,13,"104000105","10.09.2017"
"104000105_11.09.2015","G",0.89,0.87,97,5.706,1.842,6,13,"104000105","11.09.2015"
"104000105_12.09.2012","G",0.89,0.86,107,5.632,1.812,6,13,"104000105","12.09.2012"
"104000105_13.09.2013","G",0.78,0.91,107,5.944,2.044,7,12,"104000105","13.09.2013"
"104000105_13.09.2014","G",0.78,0.91,107,5.944,2.035,6,12,"104000105","13.09.2014"
"104000105_14.09.2008","G",0.67,0.91,107,5.944,2.02,7,11,"104000105","14.09.2008"
"104000105_15.09.2006","G",0.78,0.9,94,5.875,2.001,6,12,"104000105","15.09.2006"
"104000105_16.09.2005","H",1,0.97,127,6.35,1.544,7,14,"104000105","16.09.2005"
"104000105_17.09.2009","G",0.67,0.87,97,5.706,2.265,6,11,"104000105","17.09.2009"
"104000105_18.09.2019","G",0.78,0.91,119,5.95,1.972,7,12,"104000105","18.09.2019"
"104000105_20.09.2007","H",0.89,0.97,114,6.333,2.056,6,13,"104000105","20.09.2007"
"104000109_02.11.2004","H",1.4,1.25,221,6.697,1.979,7,12,"104000109","02.11.2004"
"104000109_04.09.2019","H",1.6,1.24,266,6.65,1.687,7,13,"104000109","04.09.2019"
"104000109_06.09.2015","H",1.6,1.21,215,6.515,1.852,7,13,"104000109","06.09.2015"
"104000109_09.09.2018","H",1.6,1.25,255,6.711,1.762,7,13,"104000109","09.09.2018"
"104000109_10.09.2016","H",1.8,1.26,243,6.75,1.716,7,14,"104000109","10.09.2016"
"104000109_11.09.2017","H",1.6,1.22,229,6.543,1.757,7,13,"104000109","11.09.2017"
"104000109_13.09.2010","H",1.4,1.26,251,6.784,1.918,7,12,"104000109","13.09.2010"
"104000109_14.09.2008","H",1.6,1.22,242,6.541,1.784,7,13,"104000109","14.09.2008"
"104000109_15.09.2009","H",1.6,1.22,268,6.537,1.697,7,13,"104000109","15.09.2009"
"104000109_16.09.2011","H",1.6,1.26,244,6.778,1.647,7,13,"104000109","16.09.2011"
"104000109_17.09.2013","H",1.6,1.23,265,6.625,1.715,7,13,"104000109","17.09.2013"
"104000109_18.09.2007","H",1.2,1.17,238,6.263,1.923,7,11,"104000109","18.09.2007"
"104000109_19.09.2014","H",1.4,1.23,257,6.59,1.972,7,12,"104000109","19.09.2014"
"104000109_21.09.2006","H",1.6,1.24,254,6.684,1.725,7,13,"104000109","21.09.2006"
"104000109_26.09.2005","H",1.6,1.23,238,6.611,1.687,7,13,"104000109","26.09.2005"
"104000110_04.09.2019","H",1.6,1.16,106,6.235,1.589,6,13,"104000110","04.09.2019"
"104000110_04.11.2004","H",1.8,1.23,99,6.6,1.898,6,14,"104000110","04.11.2004"
"104000110_06.09.2015","H",1.2,1.14,116,6.105,1.755,6,11,"104000110","06.09.2015"
"104000110_08.09.2018","H",1,1.16,118,6.211,1.919,5,10,"104000110","08.09.2018"
"104000110_09.09.2016","H",1.6,1.19,109,6.412,1.587,6,13,"104000110","09.09.2016"
"104000110_10.09.2013","H",2,1.23,145,6.591,1.682,6,15,"104000110","10.09.2013"
"104000110_10.09.2017","H",1.2,1.1,83,5.929,1.719,6,11,"104000110","10.09.2017"
"104000094_16.06.2003","H",0.89,1.08,191,7.074,1.933,7,13,"104000094","16.06.2003"
"104000094_17.06.2018","H",1,1.05,212,6.839,1.861,7,14,"104000094","17.06.2018"
"104000094_19.06.2005","H",0.89,1.05,198,6.828,1.932,7,13,"104000094","19.06.2005"
"104000094_21.05.2008","H",1.11,1.07,167,6.958,1.764,7,15,"104000094","21.05.2008"
"104000094_22.05.2011","H",1.11,1.02,179,6.63,1.882,7,15,"104000094","22.05.2011"
"104000095_01.06.1998","H",1,1.01,145,6.591,1.803,0,14,"104000095","01.06.1998"
"104000095_01.06.2017","H",0.89,0.93,121,6.05,1.733,0,13,"104000095","01.06.2017"
"104000095_02.06.2001","H",0.89,0.95,143,6.217,1.871,0,13,"104000095","02.06.2001"
"104000095_02.06.2013","H",0.89,0.9,118,5.9,1.782,0,13,"104000095","02.06.2013"
"104000095_02.06.2019","G",1,0.89,133,5.783,1.893,0,14,"104000095","02.06.2019"
"104000095_03.06.2014","H",0.89,0.93,140,6.087,1.819,0,13,"104000095","03.06.2014"
"104000095_04.06.2006","G",0.78,0.94,141,6.13,1.97,0,12,"104000095","04.06.2006"
"104000095_04.06.2011","H",1,0.99,148,6.435,1.899,0,14,"104000095","04.06.2011"
"104000095_05.06.1999","H",1.11,1.04,190,6.786,1.733,6,15,"104000095","05.06.1999"
"104000095_07.06.1997","H",1,1.07,175,7,1.838,0,14,"104000095","07.06.1997"
"104000095_08.06.2003","H",1,0.97,159,6.36,1.873,0,14,"104000095","08.06.2003"
"104000095_09.06.2000","G",0.78,0.94,153,6.12,1.978,0,12,"104000095","09.06.2000"
"104000095_14.06.2012","H",1,1,150,6.522,1.896,0,14,"104000095","14.06.2012"
"104000095_14.06.2018","H",1.11,1.02,167,6.68,1.875,0,15,"104000095","14.06.2018"
"104000095_15.06.2005","G",0.78,0.96,131,6.238,2.017,0,12,"104000095","15.06.2005"
"104000095_15.06.2009","H",0.89,0.97,146,6.348,1.988,6,13,"104000095","15.06.2009"
"104000095_23.05.2010","H",1,0.98,166,6.385,1.883,0,14,"104000095","23.05.2010"
"104000095_25.05.2008","H",1,0.97,159,6.36,1.913,0,14,"104000095","25.05.2008"
"104000095_27.05.2007","H",0.89,0.97,158,6.32,1.983,0,13,"104000095","27.05.2007"
"104000095_28.05.2002","G",0.78,0.89,128,5.818,1.909,0,12,"104000095","28.05.2002"
"104000095_28.05.2016","H",0.89,0.9,147,5.88,1.755,0,13,"104000095","28.05.2016"
"104000095_30.05.2015","H",1,0.94,117,6.158,1.863,0,14,"104000095","30.05.2015"
"104000095_31.05.2004","G",0.78,0.96,151,6.292,1.916,0,12,"104000095","31.05.2004"
"104000096_01.10.2016","H",2,1.31,134,7.053,1.861,0,15,"104000096","01.10.2016"
"104000096_01.10.2018","H",1.4,1.16,100,6.25,1.626,7,12,"104000096","01.10.2018"
"104000096_22.10.2014","H",1.8,1.25,168,6.72,1.562,7,14,"104000096","22.10.2014"
"104000096_22.10.2015","H",2,1.21,163,6.52,1.613,6,15,"104000096","22.10.2015"
"104000096_23.10.2013","H",1.8,1.27,130,6.842,1.653,0,14,"104000096","23.10.2013"
"104000096_24.10.2012","H",2,1.25,188,6.714,1.666,7,15,"104000096","24.10.2012"
"104000096_24.10.2017","H",1.8,1.22,164,6.56,1.764,7,14,"104000096","24.10.2017"
"104000096_25.10.2011","H",2,1.2,135,6.429,1.647,6,15,"104000096","25.10.2011"
"104000096_25.10.2019","H",1.2,0.9,63,4.846,2.286,0,11,"104000096","25.10.2019"
"104000100_02.06.2015","H",1.11,1.01,185,6.607,1.867,7,15,"104000100","02.06.2015"
"104000100_03.06.2007","H",1,1,164,6.56,1.712,7,14,"104000100","03.06.2007"
"104000100_03.06.2017","H",1.11,1.01,171,6.577,1.824,7,15,"104000100","03.06.2017"
"104000100_04.06.1998","H",1.11,1.07,195,6.964,1.837,7,15,"104000100","04.06.1998"
"104000100_05.06.2004","H",1,1.07,189,7,1.793,7,14,"104000100","05.06.2004"
"104000100_06.06.2012","H",1.11,1,177,6.556,1.746,7,15,"104000100","06.06.2012"
"104000100_06.06.2014","H",1.11,1,176,6.519,1.789,7,15,"104000100","06.06.2014"
"104000100_07.06.2001","H",1,1.07,189,7,1.721,7,14,"104000100","07.06.2001"
"104000100_07.06.2019","H",1,1.04,184,6.815,1.849,7,14,"104000100","07.06.2019"
"104000100_08.06.1999","H",1,1.02,173,6.654,1.797,7,14,"104000100","08.06.1999"
"104000100_08.06.2006","H",1.11,1.04,190,6.786,1.696,7,15,"104000100","08.06.2006"
"104000100_10.06.1997","H",1.11,1.04,163,6.792,1.62,7,15,"104000100","10.06.1997"
"104000100_13.06.2000","H",1,1,164,6.56,1.699,7,14,"104000100","13.06.2000"
"104000100_15.06.2003","H",1,1.05,205,6.833,1.711,7,14,"104000100","15.06.2003"
"104000100_16.06.2018","H",1,1.02,180,6.667,1.742,7,14,"104000100","16.06.2018"
"104000100_17.06.2009","H",1.11,0.99,174,6.444,1.723,7,15,"104000100","17.06.2009"
"104000122_24.09.2014","H",1.6,1.21,246,6.474,1.879,7,13,"104000122","24.09.2014"
"104000122_25.09.2008","H",1.2,1.16,244,6.256,2.126,7,11,"104000122","25.09.2008"
"104000122_27.09.2009","H",1.2,1.14,239,6.128,2.248,7,11,"104000122","27.09.2009"
"104000122_29.09.2007","H",1.4,1.15,240,6.154,2.172,7,12,"104000122","29.09.2007"
"104000122_29.09.2011","H",1.4,1.18,234,6.324,2.045,7,12,"104000122","29.09.2011"
"104000123_08.09.2013","H",1.8,1.2,168,6.462,1.821,7,14,"104000123","08.09.2013"
"104000123_10.09.2007","H",1.4,1.25,195,6.724,2.077,7,12,"104000123","10.09.2007"
"104000123_10.09.2010","H",1.6,1.22,190,6.552,1.96,7,13,"104000123","10.09.2010"
"104000123_11.09.2008","H",1.6,1.17,182,6.276,1.884,6,13,"104000123","11.09.2008"
"104000123_12.09.2009","H",1.8,1.19,191,6.367,1.897,7,14,"104000123","12.09.2009"
"104000123_13.09.2012","H",1.8,1.2,168,6.462,1.865,6,14,"104000123","13.09.2012"
"104000123_16.09.2014","H",1.8,1.22,183,6.536,1.899,7,14,"104000123","16.09.2014"
"104000123_17.09.2006","H",1.6,1.21,221,6.5,2.06,7,13,"104000123","17.09.2006"
"104000123_18.09.2011","H",1.8,1.2,187,6.448,1.899,6,14,"104000123","18.09.2011"
"104000123_22.09.2005","H",1.4,1.16,175,6.25,1.978,7,12,"104000123","22.09.2005"
"104000124_01.06.2004","H",1,0.96,144,6.261,1.667,7,14,"104000124","01.06.2004"
"104000124_02.06.1998","H",1.11,0.99,155,6.458,1.745,7,15,"104000124","02.06.1998"
"104000124_02.06.2017","H",1.11,1.03,154,6.696,1.789,7,15,"104000124","02.06.2017"
"104000124_03.06.2001","H",1.11,0.98,154,6.417,1.591,7,15,"104000124","03.06.2001"
"104000124_03.06.2002","H",1,1.02,166,6.64,1.676,7,14,"104000124","03.06.2002"
"104000124_03.06.2013","H",1.11,0.97,171,6.333,1.691,7,15,"104000124","03.06.2013"
"104000124_03.06.2019","H",1.11,1.05,164,6.833,1.797,7,15,"104000124","03.06.2019"
"104000124_04.06.2014","H",1.11,1.03,175,6.731,1.638,7,15,"104000124","04.06.2014"
"104000124_05.06.2006","H",1.11,0.99,142,6.455,1.719,7,15,"104000124","05.06.2006"
"104000124_05.06.2011","H",1.11,1,157,6.542,1.727,7,15,"104000124","05.06.2011"
"104000124_06.06.1999","H",1.11,1.04,163,6.792,1.61,7,15,"104000124","06.06.1999"
"104000124_08.06.1997","H",1.11,0.98,128,6.4,1.717,7,15,"104000124","08.06.1997"
"104000124_11.06.2000","H",1,0.99,148,6.435,1.696,7,14,"104000124","11.06.2000"
"104000124_14.06.2003","H",1,1,164,6.56,1.68,7,14,"104000124","14.06.2003"
"104000124_14.06.2009","H",1.11,1.02,127,6.684,1.799,7,15,"104000124","14.06.2009"
"104000124_15.06.2012","H",1.11,1,157,6.542,1.712,7,15,"104000124","15.06.2012"
"104000124_15.06.2018","H",1.11,1.06,138,6.9,1.649,7,15,"104000124","15.06.2018"
"104000124_16.06.2005","H",1,0.91,119,5.95,1.809,7,14,"104000124","16.06.2005"
"104000124_26.05.2007","H",1.11,1.03,162,6.75,1.648,7,15,"104000124","26.05.2007"
"104000124_26.05.2008","H",1.11,1.06,166,6.917,1.784,7,15,"104000124","26.05.2008"
"104000124_30.05.2010","H",1.11,1.01,151,6.565,1.672,7,15,"104000124","30.05.2010"
"104000124_30.05.2016","H",1.11,1.01,165,6.6,1.727,7,15,"104000124","30.05.2016"
"104000124_31.05.2015","H",1.11,0.96,126,6.3,1.856,7,15,"104000124","31.05.2015"
"104000125_06.10.2015","H",1.6,1.18,159,6.36,1.769,7,13,"104000125","06.10.2015"
"104000125_11.10.2018","H",1.4,1.14,135,6.136,1.884,6,12,"104000125","11.10.2018"
"104000125_12.10.2016","H",1.6,1.24,173,6.654,1.81,4,13,"104000125","12.10.2016"
"104000125_12.10.2017","H",1.2,1.15,160,6.154,2.29,6,11,"104000125","12.10.2017"
"104000125_14.10.2014","H",1.4,1.17,144,6.261,1.669,7,12,"104000125","14.10.2014"
"104000125_14.10.2019","H",1.4,1.19,173,6.407,2.066,7,12,"104000125","14.10.2019"
"104000125_17.10.2013","H",1.6,1.2,148,6.435,1.684,7,13,"104000125","17.10.2013"
"104000125_19.10.2011","H",1.6,1.17,164,6.308,1.623,7,13,"104000125","19.10.2011"
"104000125_23.10.2012","H",1.6,1.19,147,6.391,1.611,7,13,"104000125","23.10.2012"
"104000127_08.09.2010","H",1.11,1.05,186,6.889,1.422,7,15,"104000127","08.09.2010"
"104000127_09.09.2011","H",1.11,0.99,161,6.44,1.288,7,15,"104000127","09.09.2011"
"104000127_10.09.2016","H",1.11,1.03,168,6.72,1.381,7,15,"104000127","10.09.2016"
"104000127_12.09.2019","H",1,1.02,153,6.652,1.505,7,14,"104000127","12.09.2019"
"104000127_13.09.2017","H",1,0.96,151,6.292,1.314,7,14,"104000127","13.09.2017"
"104000127_13.09.2018","H",1.11,1.03,202,6.733,1.433,7,15,"104000127","13.09.2018"
"104000127_18.09.2013","H",1.11,1.01,158,6.583,1.378,7,15,"104000127","18.09.2013"
"104000127_18.09.2014","H",1.11,1,182,6.5,1.586,7,15,"104000127","18.09.2014"
"104000127_19.09.2006","H",1.11,1.04,191,6.821,1.45,7,15,"104000127","19.09.2006"
"104000127_19.09.2012","H",1.11,1.01,171,6.577,1.499,7,15,"104000127","19.09.2012"
"104000127_21.09.2008","H",1.11,1.01,171,6.577,1.425,7,15,"104000127","21.09.2008"
"104000127_22.09.2007","H",1.11,1.04,184,6.815,1.31,7,15,"104000127","22.09.2007"
"104000127_22.09.2015","H",1.11,1.01,171,6.577,1.305,7,15,"104000127","22.09.2015"
"104000127_24.09.2009","H",1.11,1.01,171,6.577,1.366,7,15,"104000127","24.09.2009"
"104000128_01.10.2011","H",1.11,0.98,85,6.538,1.737,7,15,"104000128","01.10.2011"
"104000128_04.09.2016","H",0.89,1.03,103,6.867,1.935,7,13,"104000128","04.09.2016"
"104000128_06.09.2018","H",1,0.94,94,6.267,1.781,7,14,"104000128","06.09.2018"
"104000128_07.09.2017","H",1.11,1.03,103,6.867,1.882,7,15,"104000128","07.09.2017"
"104000110_12.09.2007","H",1.4,1.2,142,6.455,1.786,6,12,"104000110","12.09.2007"
"104000110_13.09.2008","H",1.2,1.11,95,5.938,1.757,6,11,"104000110","13.09.2008"
"104000110_13.09.2010","H",1.6,1.27,143,6.81,1.783,6,13,"104000110","13.09.2010"
"104000110_14.09.2009","H",1.6,1.15,123,6.15,1.609,6,13,"104000110","14.09.2009"
"104000110_15.09.2012","H",1.6,1.21,137,6.524,1.724,6,13,"104000110","15.09.2012"
"104000110_18.09.2014","H",2,1.27,109,6.812,1.846,6,15,"104000110","18.09.2014"
"104000110_19.09.2006","H",1.6,1.18,127,6.35,1.628,6,13,"104000110","19.09.2006"
"104000110_20.09.2011","H",1.8,1.21,130,6.5,1.597,6,14,"104000110","20.09.2011"
"104000110_27.09.2005","H",1.6,1.17,119,6.263,1.748,6,13,"104000110","27.09.2005"
"104000112_07.09.2013","H",1.4,1.23,237,6.583,1.97,7,12,"104000112","07.09.2013"
"104000112_09.09.2007","H",1.4,1.18,229,6.361,2.019,7,12,"104000112","09.09.2007"
"104000112_10.09.2008","H",1.2,1.14,189,6.097,2.146,7,11,"104000112","10.09.2008"
"104000112_10.09.2010","H",1.6,1.2,238,6.432,1.927,7,13,"104000112","10.09.2010"
"104000112_11.09.2009","H",1.4,1.15,197,6.156,1.974,7,12,"104000112","11.09.2009"
"104000112_13.09.2012","H",1.4,1.17,220,6.286,1.917,7,12,"104000112","13.09.2012"
"104000112_16.09.2006","H",1.2,1.12,204,6,2.134,7,11,"104000112","16.09.2006"
"104000112_16.09.2014","H",1.6,1.23,251,6.605,1.938,7,13,"104000112","16.09.2014"
"104000112_18.09.2011","H",1.8,1.18,241,6.342,1.9,7,14,"104000112","18.09.2011"
"104000112_27.09.2005","H",1.2,1.11,220,5.946,2.119,7,11,"104000112","27.09.2005"
"104000118_01.06.2015","H",1,1,163,6.52,1.841,7,14,"104000118","01.06.2015"
"104000118_03.06.1998","H",1,1.01,151,6.565,1.761,7,14,"104000118","03.06.1998"
"104000118_03.06.2009","H",1,0.98,153,6.375,1.786,7,14,"104000118","03.06.2009"
"104000118_03.06.2017","G",0.78,0.92,120,6,1.915,5,12,"104000118","03.06.2017"
"104000118_04.06.2007","H",0.89,0.95,143,6.217,1.86,6,13,"104000118","04.06.2007"
"104000118_04.06.2019","H",1.11,1.05,130,6.842,1.621,6,15,"104000118","04.06.2019"
"104000118_05.06.2004","H",1,0.98,153,6.375,1.758,7,14,"104000118","05.06.2004"
"104000118_05.06.2012","H",1,1,137,6.524,1.682,7,14,"104000118","05.06.2012"
"104000118_05.06.2014","H",0.89,0.96,138,6.273,1.744,6,13,"104000118","05.06.2014"
"104000118_07.06.1999","H",1,1.04,142,6.762,1.729,7,14,"104000118","07.06.1999"
"104000118_07.06.2001","H",1,1.03,135,6.75,1.622,7,14,"104000118","07.06.2001"
"104000118_08.06.2006","H",1.11,1.02,133,6.65,1.732,7,15,"104000118","08.06.2006"
"104000118_10.06.1997","H",1,0.98,128,6.4,1.826,6,14,"104000118","10.06.1997"
"104000118_13.06.2000","H",1,0.98,122,6.421,1.815,7,14,"104000118","13.06.2000"
"104000118_14.06.2003","H",0.89,0.95,168,6.222,1.791,6,13,"104000118","14.06.2003"
"104000118_16.06.2018","H",1,0.96,126,6.3,1.631,5,14,"104000118","16.06.2018"
"104000118_17.06.2005","H",1,1.01,125,6.579,1.827,6,14,"104000118","17.06.2005"
"104000118_20.05.2008","H",1,0.97,133,6.333,1.838,7,14,"104000118","20.05.2008"
"104000118_20.05.2011","H",1.11,1.03,155,6.739,1.871,6,15,"104000118","20.05.2011"
"104000118_29.05.2002","H",1,1.03,155,6.739,1.78,6,14,"104000118","29.05.2002"
"104000118_29.05.2013","G",1,0.89,110,5.789,1.848,5,14,"104000118","29.05.2013"
"104000118_30.05.2010","H",0.89,0.94,141,6.13,1.864,5,13,"104000118","30.05.2010"
"104000118_30.05.2016","H",1,1.01,171,6.577,1.762,7,14,"104000118","30.05.2016"
"104000122_01.11.2004","H",1.2,1.19,192,6.4,2.38,7,11,"104000122","01.11.2004"
"104000122_04.10.2006","H",1.2,1.17,219,6.257,2.28,7,11,"104000122","04.10.2006"
"104000122_15.09.2013","H",1.2,1.17,252,6.3,2.04,7,11,"104000122","15.09.2013"
"104000122_23.09.2012","H",1.4,1.18,215,6.324,2.128,7,12,"104000122","23.09.2012"
"104000122_24.09.2005","H",1,1.15,222,6.167,2.326,7,10,"104000122","24.09.2005"
"104000122_24.09.2010","H",1.4,1.16,224,6.222,2.159,7,12,"104000122","24.09.2010"
"104000128_15.09.2015","H",1,0.98,105,6.562,1.967,7,14,"104000128","15.09.2015"
"104000128_18.09.2008","H",1,0.98,105,6.562,1.989,7,14,"104000128","18.09.2008"
"104000128_18.09.2010","H",1,1.06,92,7.077,1.998,7,14,"104000128","18.09.2010"
"104000128_21.09.2009","H",0.89,0.92,98,6.125,1.949,7,13,"104000128","21.09.2009"
"104000128_21.09.2014","H",1,0.94,107,6.294,1.899,7,14,"104000128","21.09.2014"
"104000128_23.09.2012","H",1,1.02,95,6.786,1.926,7,14,"104000128","23.09.2012"
"104000128_23.09.2013","H",1,0.98,85,6.538,1.909,7,14,"104000128","23.09.2013"
"104000128_29.09.2007","H",1,0.97,97,6.467,1.958,7,14,"104000128","29.09.2007"
"104000128_30.09.2019","H",1,0.94,75,6.25,1.846,6,14,"104000128","30.09.2019"
"104000131_04.10.2011","H",1,1.1,72,7.2,1.442,5,14,"104000131","04.10.2011"
"104000131_13.11.2017","H",1,1,72,6.545,1.26,5,14,"104000131","13.11.2017"
"104000131_14.09.2007","H",0.89,0.9,59,5.9,1.265,5,13,"104000131","14.09.2007"
"104000131_15.09.2008","H",0.89,0.94,74,6.167,1.33,5,13,"104000131","15.09.2008"
"104000131_15.09.2009","H",1,1.03,81,6.75,1.327,5,14,"104000131","15.09.2009"
"104000131_15.09.2013","H",1.11,0.98,109,6.412,1.313,5,15,"104000131","15.09.2013"
"104000131_17.09.2010","H",0.89,0.9,100,5.882,1.555,5,13,"104000131","17.09.2010"
"104000131_18.09.1996","H",1,1,105,6.562,1.478,5,14,"104000131","18.09.1996"
"104000131_19.09.2000","H",0.89,1.25,49,8.167,1.269,5,13,"104000131","19.09.2000"
"104000131_21.09.2015","H",1,1.02,60,6.667,1.318,5,14,"104000131","21.09.2015"
"104000131_25.09.2014","H",1.11,1.06,97,6.929,1.348,5,15,"104000131","25.09.2014"
"104000131_27.09.2012","H",1.11,1.04,88,6.769,1.656,5,15,"104000131","27.09.2012"
"104000131_29.09.2016","H",0.89,0.95,68,6.182,1.291,5,13,"104000131","29.09.2016"
"104000141_01.09.2019","H",1.8,1.21,208,6.5,1.636,7,14,"104000141","01.09.2019"
"104000141_03.09.2015","H",1.8,1.2,168,6.462,1.654,7,14,"104000141","03.09.2015"
"104000141_03.11.2004","H",1.8,1.2,142,6.455,1.651,7,14,"104000141","03.11.2004"
"104000141_05.09.2007","H",1.8,1.19,173,6.407,1.593,7,14,"104000141","05.09.2007"
"104000141_05.09.2018","H",1.8,1.25,195,6.724,1.601,7,14,"104000141","05.09.2018"
"104000141_06.09.2013","H",1.8,1.22,197,6.567,1.583,7,14,"104000141","06.09.2013"
"104000141_06.09.2016","H",1.8,1.17,189,6.3,1.599,7,14,"104000141","06.09.2016"
"104000141_07.09.2008","H",1.8,1.19,153,6.375,1.606,7,14,"104000141","07.09.2008"
"104000141_07.09.2010","H",1.8,1.26,182,6.741,1.609,7,14,"104000141","07.09.2010"
"104000141_07.09.2017","H",1.8,1.18,178,6.357,1.567,7,14,"104000141","07.09.2017"
"104000141_08.09.2009","H",1.8,1.2,161,6.44,1.693,7,14,"104000141","08.09.2009"
"104000141_11.09.2012","H",2,1.26,217,6.781,1.64,7,15,"104000141","11.09.2012"
"104000141_13.09.2006","H",1.6,1.16,180,6.207,1.595,7,13,"104000141","13.09.2006"
"104000141_14.09.2014","H",1.8,1.22,177,6.556,1.611,7,14,"104000141","14.09.2014"
