"site_id","sgn_id","sample_id","year","month","day","APHELOCHEIRIDAE GEN. SP.","AQUARIUS NAJAS","ASELLIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","CAENIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CRANGONYX PSEUDOGRACILIS","DENDROCOELIDAE GEN. SP.","DIXIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP. AD.","ELMIDAE GEN. SP. AD.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GYRINIDAE GEN. SP. AD.","HELOPHORUS SP. AD.","HEPTAGENIIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP. AD.","HYDROBIIDAE GEN. SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP. AD.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIRTIDAE GEN. SP. LV.","SERICOSTOMATIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICLADIDA GEN. SP.","UNIONIDAE GEN. SP.","VELIIDAE GEN. SP."
109000005,"WAL_041_MZB_LO_3448","109000005_17.04.2018",2018,"4",17,0,0,0,0,67,0,0,0,0,8,3,0,0,0,4,0,0,62,0,0,0,0,0,0,0,0,1,0,0,24,1,0,0,0,0,4,0,0,0,0,51,2,0,0,0,0,0,1,0,110,1,0,30,0,0,2,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_22.03.1995",1995,"3",22,0,0,0,0,33,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,1,3,3,0,0,33,0,0,0,0,0,33,0,0,0,0,33,33,33,0,0,0,0,3,0,33,33,33,33,0,0,3,1,0,0,0,3,0,3,1,0,0,0,33,0,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_18.03.1996",1996,"3",18,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,33,0,0,0,0,0,3,0,0,3,0,0,33,0,3,3,0,0,33,0,3,0,0,3,33,3,0,0,0,0,3,0,3,3,3,33,0,1,3,0,0,0,0,3,0,3,3,3,0,0,3,3,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_30.05.1997",1997,"5",30,0,0,0,1,3,3,3,0,0,3,33,0,0,0,0,0,0,33,0,3,0,0,3,0,0,3,0,0,0,33,0,3,0,0,0,33,0,1,0,0,1,1,0,0,0,0,0,0,0,34,0,3,0,0,0,3,0,0,0,3,3,0,3,1,0,0,0,0,1,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_12.03.1998",1998,"3",12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_04.05.1999",1999,"5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_16.05.2000",2000,"5",16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_28.03.2002",2002,"3",28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_08.05.2003",2003,"5",8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,2,1,3,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,1,3,0,0,0,0,2,0,0,7,0,0,0,0,5,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_09.05.2013",2013,"5",9,0,0,0,0,64,0,1,0,1,232,19,0,0,0,0,0,8,71,1,0,0,0,0,0,1,0,0,1,0,142,5,2,0,0,0,2,0,3,0,0,39,3,14,0,0,6,0,0,0,118,3,0,7,0,0,0,1,0,0,0,6,0,0,31,0,0,0,0,0,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_01.05.2014",2014,"5",1,0,0,0,0,155,0,1,0,3,72,36,0,0,0,0,0,9,22,0,4,0,0,0,0,0,0,0,2,0,165,4,2,0,0,0,6,0,4,0,0,35,0,6,0,0,2,0,0,0,38,3,0,7,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_23.04.2015",2015,"4",23,0,0,0,0,138,0,0,0,1,4,12,0,0,0,0,0,9,43,1,0,0,0,0,0,0,0,0,0,0,451,1,1,0,0,0,29,0,2,0,0,9,0,2,0,0,1,0,0,0,70,1,0,10,0,0,0,0,0,0,0,7,0,1,30,0,0,0,6,0,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_05.05.2016",2016,"5",5,0,0,0,0,200,0,3,0,1,6,15,0,0,0,0,0,0,17,0,0,1,0,0,21,2,0,0,1,0,140,3,0,0,0,0,1,0,0,1,0,14,1,1,1,0,0,0,1,0,8,0,0,4,0,0,2,0,0,0,0,7,0,1,16,0,0,0,17,0,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_27.04.2017",2017,"4",27,0,0,0,0,524,0,18,0,1,24,23,0,0,0,0,0,8,35,3,0,0,0,1,0,0,0,0,4,0,239,0,1,0,0,0,37,1,31,1,0,54,0,4,0,0,1,0,0,0,115,1,0,28,0,0,1,1,0,0,0,15,0,9,93,0,0,0,1,0,0,0,0
109000007,"WAL_041_MZB_LO_3450","109000007_18.04.2018",2018,"4",18,0,0,0,0,92,0,1,0,15,5,1,0,0,0,0,0,0,28,2,0,0,0,1,0,0,0,1,0,0,250,0,1,0,0,0,10,0,1,0,0,17,0,0,1,0,0,0,0,0,395,1,0,34,0,0,0,0,0,0,0,4,1,1,4,1,0,0,1,1,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_27.05.1994",1994,"5",27,0,0,1,0,33,0,0,0,0,33,33,0,0,0,0,0,0,3,0,33,0,0,1,3,1,33,0,1,0,33,0,0,3,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,33,3,0,33,0,0,3,0,0,0,0,1,0,3,33,0,0,1,0,0,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_16.05.1995",1995,"5",16,0,0,3,0,0,0,0,0,3,33,33,0,0,0,0,0,0,3,0,0,0,0,3,33,0,0,0,1,0,0,0,3,3,0,0,33,3,1,0,0,33,1,0,0,0,0,0,3,0,4,0,0,3,0,0,3,0,0,0,0,33,0,3,33,0,0,0,0,1,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_18.05.1998",1998,"5",18,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_29.03.2000",2000,"3",29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_03.03.2002",2002,"3",3,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,8,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_23.03.2004",2004,"3",23,0,0,6,0,0,0,5,1,2,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,5,1,0,8,0,0,0,1,2,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,9,2,0,0,0,4,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_20.05.2013",2013,"5",20,0,0,0,0,90,0,0,0,0,14,14,0,0,0,0,0,0,30,0,0,0,0,2,50,0,0,0,1,0,33,0,0,0,0,0,11,0,4,0,0,15,1,0,0,0,0,0,9,0,11,0,0,1,0,2,4,1,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_01.05.2014",2014,"5",1,0,0,1,0,704,0,160,0,0,464,22,0,0,0,0,0,0,16,11,288,1,0,0,424,1,0,0,4,0,80,1,4,0,0,0,102,4,16,6,2,21,1,2,0,0,0,0,1,0,424,1,0,1,0,0,4,0,0,0,0,18,0,5,104,1,0,0,0,0,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_24.04.2015",2015,"4",24,0,0,20,0,40,0,0,0,0,11,16,0,0,0,0,0,0,16,0,0,0,0,1,200,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_05.05.2016",2016,"5",5,0,0,0,0,600,0,38,0,5,154,16,0,0,0,0,0,0,11,0,24,0,0,1,20,0,0,0,2,0,160,3,2,0,0,0,33,0,0,1,14,36,0,0,0,0,0,0,0,0,88,2,0,7,0,0,1,6,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_27.04.2017",2017,"4",27,0,0,15,0,150,0,0,0,1,2,1,0,0,0,2,0,0,21,1,0,7,0,0,35,0,0,0,0,0,70,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
109000008,"WAL_041_MZB_LO_3451","109000008_18.04.2018",2018,"4",18,0,0,0,0,66,0,2,0,3,22,1,0,0,0,7,0,0,11,1,0,1,0,0,10,0,0,0,8,0,110,0,0,0,0,0,8,1,0,4,0,1,1,0,0,0,0,0,0,2,22,0,0,10,0,0,0,2,1,0,0,1,0,9,9,3,0,0,1,0,0,0,0
