"site_id","sgn_id","sample_id","year","month","day","AMELETUS INOPINATUS","ANCYLUS FLUVIATILIS","ANISOPTERA GEN. SP.","APATANIA SP.","BAETIDAE GEN. SP.","BRACHYPTERA RISI","CAENIS HORARIA","CAENIS LUCTUOSA","CALOPTERYX SPLENDENS","CAPNIA SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP. AD.","CORDULEGASTER BOLTONII","CORDULIIDAE GEN. SP.","CRENOBIA ALPINA","CRUNOECIA IRRORATA SSP.","CYLINDROTOMIDAE GEN. SP.","DICRANOTA SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DYTISCIDAE GEN. SP. AD.","ELMIDAE GEN. SP. AD.","EMPIDIDAE GEN. SP.","EPHEMERELLA ARONI","EPHEMEROPTERA GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLA OCTOCULATA","GALBA TRUNCATULA","GLOSSIPHONIA COMPLANATA","GLOSSOSOMATIDAE GEN. SP.","GOERA PILOSA","GYRAULUS ACRONICUS","GYRAULUS CRISTA","GYRINIDAE GEN. SP. AD.","HELOBDELLA STAGNALIS","HEPTAGENIIDAE GEN. SP.","HIRUDINEA GEN. SP.","HYDRA SP.","HYDRAENA SP. AD.","HYDROPHILIDAE GEN. SP. AD.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIA SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","MICRASEMA GELIDUM","MOLANNODES TINCTUS","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OMPHISCOLA GLABRA","ORTHETRUM COERULESCENS","OTOMESOSTOMA AUDITIVUM","PEDICIA RIVOSA SSP.","PERLODIDAE GEN. SP.","PHILOPOTAMUS MONTANUS SSP.","PHRYGANEIDAE GEN. SP.","PISIDIUM SP.","PLATYHELMINTHES GEN. SP.","PLECOPTERA GEN. SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMOPYRGUS ANTIPODARUM","POTAMOPYRGUS ANTIPODARUM.1","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RADIX BALTHICA","RADIX LABIATA","RHYACOPHILA NUBILA","SCIRTIDAE GEN. SP. LV.","SERICOSTOMA PERSONATUM","SIALIS FULIGINOSA","SIALIS LUTARIA","SILO PALLIPES","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SIPHONOPERLA BURMEISTERI","STICTOTARSUS SP. LV.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THAUMALEIDAE GEN. SP.","THEROMYZON TESSULATUM","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","WORMALDIA SP.","ZYGOPTERA GEN. SP."
111000019,"NOR_054_MZB_LO_51","111000019_13.10.2009",2009,"10",13,0,0,0,0,0,13,0,0,0,0,1,72,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,67,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0
111000019,"NOR_054_MZB_LO_51","111000019_25.10.2011",2011,"10",25,0,0,0,0,0,8,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,4,0,0,44,0,0,0,0,0,2,28,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,31,0,1,0,0,0,5,0,0,0,0,0,0
111000019,"NOR_054_MZB_LO_51","111000019_25.11.2012",2012,"11",25,0,0,0,0,0,6,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,53,0,0,0,0,0,1,35,5,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,23,0,1,0,0,0,14,0,0,0,0,0,0
111000019,"NOR_054_MZB_LO_51","111000019_19.11.2014",2014,"11",19,0,0,0,0,2,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,6,0,0,35,0,0,0,0,0,7,9,18,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_11.11.2003",2003,"11",11,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,47,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_21.10.2004",2004,"10",21,0,0,0,0,0,42,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_05.12.2005",2005,"12",5,0,0,0,0,0,31,0,0,0,0,2,36,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_20.10.2006",2006,"10",20,0,0,0,0,2,29,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,232,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_13.10.2009",2009,"10",13,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,76,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,14,0,3,0,0,0,1,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_25.10.2011",2011,"10",25,0,0,0,0,0,65,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,99,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,36,0,1,0,0,0,2,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_16.10.2013",2013,"10",16,0,0,0,0,0,89,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1,93,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,27,0,1,0,0,0,2,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_02.11.2015",2015,"11",2,0,0,0,0,0,22,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,46,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_07.10.2016",2016,"10",7,0,0,0,0,0,75,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,1,107,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,96,0,1,0,0,0,1,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_08.11.2017",2017,"11",8,0,0,0,0,0,45,0,0,0,1,0,19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,0,1,89,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_18.10.2018",2018,"10",18,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_23.10.2019",2019,"10",23,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,65,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0
111000020,"NOR_054_MZB_LO_52","111000020_01.10.2020",2020,"10",1,0,0,0,0,0,9,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_11.11.2003",2003,"11",11,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_19.10.2004",2004,"10",19,0,0,0,0,0,0,0,0,0,0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,46,1,0,0,0,0,0,16,2,32,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_21.09.2005",2005,"9",21,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_20.10.2006",2006,"10",20,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_05.09.2008",2008,"9",5,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_25.10.2011",2011,"10",25,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_25.11.2012",2012,"11",25,0,0,0,0,0,0,0,0,0,0,6,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,50,3,7,0,0,0,0,0,13,21,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_16.10.2013",2013,"10",16,0,0,0,0,0,0,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,4,0,0,0,0,3,4,12,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_19.11.2014",2014,"11",19,0,0,0,0,0,0,0,0,0,0,3,102,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,1,0,0,0,0,0,2,35,0,0,1,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_02.11.2015",2015,"11",2,0,0,0,0,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,3,14,28,0,0,0,0,0,0,2,2,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_07.10.2016",2016,"10",7,0,0,0,0,0,0,0,0,0,0,2,110,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_08.11.2017",2017,"11",8,0,0,0,0,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26,1,1,0,0,0,0,1,2,20,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_18.10.2018",2018,"10",18,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,3,0,0,0,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_23.10.2019",2019,"10",23,0,0,0,0,0,0,0,0,0,0,2,357,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,24,1,1,0,0,0,0,4,0,54,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
111000021,"NOR_054_MZB_LO_53","111000021_01.10.2020",2020,"10",1,0,0,0,0,1,1,0,0,0,0,1,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,1,1,14,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_11.11.2003",2003,"11",11,0,0,0,0,0,21,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_19.10.2004",2004,"10",19,0,0,0,0,0,19,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,5,0,0,0,0,4,72,1,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_21.09.2005",2005,"9",21,0,0,0,0,0,39,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38,1,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_20.10.2006",2006,"10",20,0,0,0,0,0,6,0,0,0,0,0,178,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,47,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_05.09.2008",2008,"9",5,0,0,0,0,0,31,0,0,0,0,0,64,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,125,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_25.10.2011",2011,"10",25,0,0,0,0,5,49,0,0,0,0,0,80,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,1,147,1,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_25.11.2012",2012,"11",25,0,0,0,0,0,43,0,0,0,0,0,96,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,70,1,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,46,0,1,0,0,0,2,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_16.10.2013",2013,"10",16,0,0,0,0,2,20,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,0,1,62,2,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_19.11.2014",2014,"11",19,0,0,0,0,0,68,0,0,0,0,0,49,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,74,2,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_02.11.2015",2015,"11",2,0,0,0,0,1,54,0,0,0,0,0,37,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,31,0,0,0,0,0,6,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_07.10.2016",2016,"10",7,0,0,0,1,6,2,0,0,0,0,0,155,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,18,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_08.11.2017",2017,"11",8,0,0,0,0,5,43,0,0,0,0,0,70,0,0,0,0,0,0,0,5,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,3,71,4,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,47,0,0,0,0,0,2,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_18.10.2018",2018,"10",18,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_23.10.2019",2019,"10",23,0,0,0,0,17,39,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,131,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,45,0,0,0,0,0,2,0,0,0,0,0,0
111000022,"NOR_054_MZB_LO_54","111000022_01.10.2020",2020,"10",1,0,0,0,0,4,43,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
111000023,"NOR_054_MZB_LO_55","111000023_25.10.2011",2011,"10",25,0,0,0,1,11,83,0,0,0,0,0,109,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,0,0,0,0,1,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,16,0,2,0,0,0,0,0,0,4,0,0,0
111000023,"NOR_054_MZB_LO_55","111000023_25.11.2012",2012,"11",25,0,0,0,0,9,179,0,0,0,0,1,163,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,14,0,0,0,0,0,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,30,0,9,0,0,0,0,0,0,2,0,0,0
111000023,"NOR_054_MZB_LO_55","111000023_16.10.2013",2013,"10",16,0,0,0,0,23,94,0,0,0,0,2,126,0,0,0,0,0,1,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,0,26,0,0,0,0,0,0,0,0,0,0
111000023,"NOR_054_MZB_LO_55","111000023_19.11.2014",2014,"11",19,0,0,0,1,28,178,0,0,0,0,1,32,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,2,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,2,0,0,0
111000023,"NOR_054_MZB_LO_55","111000023_02.11.2015",2015,"11",2,0,0,0,2,4,78,0,0,0,0,0,122,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,18,0,14,0,0,0,0,0,0,5,0,0,0
111000023,"NOR_054_MZB_LO_55","111000023_07.10.2016",2016,"10",7,0,0,0,0,1,33,0,0,0,0,0,104,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,1,112,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,32,0,2,0,0,0,0,0,0,0,0,0,0
111000023,"NOR_054_MZB_LO_55","111000023_08.11.2017",2017,"11",8,0,0,0,1,38,81,0,0,0,0,2,63,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,33,0,12,0,0,0,0,0,0,0,0,0,0
111000023,"NOR_054_MZB_LO_55","111000023_18.10.2018",2018,"10",18,0,0,0,0,3,14,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,43,0,0,0,0,0,0,0,0,0,0
