"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXIDAE GEN. SP.","AMELETIDAE GEN. SP.","ANCYLUS-GR. (INCLUDING ACROLOXIDAE)","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","CAENIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORIXIDAE GEN. SP.","COROPHIIDAE GEN. SP.","CRANGONYCTIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYLINDROTOMIDAE GEN. SP.","DENDROCOELIDAE GEN. SP.","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GASTROPODA GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SANGUISUGA","HALIPLIDAE GEN. SP.","HEBRIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HIRUDINIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYGROBIIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MUSCIDAE GEN. SP.","MYSIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURIDAE GEN. SP.","NEPIDAE GEN. SP.","NOTERIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE (INCLUDING DUGESIIDAE)","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLECOPTERA GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE (INCL. ECNOMIDAE)","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCAMBUS SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURIDAE (INCLUDING AMELETIDAE)","SIPHLONURIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRICLADIDA GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARIDAE GEN. SP.","ZYGOPTERA GEN. SP."
"SCO_061_MZB_LO_1192","SCO_061_MZB_LO_1192-05.05.2011","05.05.2011",2011,5,5,0,0,0,0,0,0,0,125,0,0,0,8,0,0,0,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,70,0,0,0,0,0,0,0,36,6,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1192","SCO_061_MZB_LO_1192-02.05.2012","02.05.2012",2012,5,2,0,0,0,0,0,0,0,200,0,0,0,5,0,0,0,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,180,0,0,2,0,0,0,0,10,2,0,2,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,25,2,0,3,0,0,0,0,0,20,1,0,0,0,0,0,0,0,5,0,0,3,0,0,100,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1192","SCO_061_MZB_LO_1192-17.05.2013","17.05.2013",2013,5,17,0,0,0,0,0,0,0,100,0,0,0,1,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,0,0,36,0,0,0,2,0,0,0,0,0,0,560,0,1,1,0,0,0,0,64,18,0,3,0,0,8,0,1,0,0,0,0,2,0,1,0,0,0,1,35,3,3,0,0,0,0,0,0,8,1,0,3,0,0,0,0,0,38,0,0,1,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1192","SCO_061_MZB_LO_1192-23.04.2014","23.04.2014",2014,4,23,0,0,0,0,0,0,0,200,0,0,0,5,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,0,0,8,0,0,0,5,1,4,0,0,0,0,50,0,2,6,0,0,0,0,75,38,0,6,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,58,4,6,2,0,0,0,0,0,22,1,0,0,0,0,0,0,0,6,0,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1192","SCO_061_MZB_LO_1192-21.04.2015","21.04.2015",2015,4,21,0,0,0,0,0,0,0,330,0,0,0,2,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,1,0,0,30,8,0,8,1,0,6,0,2,0,0,0,0,2,0,0,0,0,0,0,45,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,5,0,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1192","SCO_061_MZB_LO_1192-10.05.2016","10.05.2016",2016,5,10,0,0,0,0,0,0,0,166,0,0,0,47,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,1,0,0,0,5,0,0,0,7,0,0,0,0,0,0,446,0,0,4,0,0,0,0,76,25,0,3,1,0,11,1,0,0,0,0,0,17,0,0,0,0,0,0,29,1,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,28,0,0,2,1,0,233,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1196","SCO_061_MZB_LO_1196-26.04.2007","26.04.2007",2007,4,26,0,0,0,0,0,0,0,83,0,0,0,48,0,0,4,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,68,5,67,0,0,8,5,0,0,2,0,1,2,0,0,0,0,60,0,11,0,0,1,0,0,42,11,0,2,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1196","SCO_061_MZB_LO_1196-16.04.2008","16.04.2008",2008,4,16,0,0,0,0,1,0,0,240,0,0,0,18,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,16,6,0,0,3,0,0,1,0,0,0,0,110,0,0,1,0,0,0,0,31,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1196","SCO_061_MZB_LO_1196-29.05.2009","29.05.2009",2009,5,29,0,0,0,0,0,0,0,400,0,0,4,6,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,150,3,170,0,0,2,30,0,0,0,0,0,0,0,0,0,0,70,0,35,10,0,0,0,0,30,6,0,3,0,0,20,6,0,0,0,0,0,2,0,0,0,0,0,0,50,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1196","SCO_061_MZB_LO_1196-21.04.2010","21.04.2010",2010,4,21,0,0,0,0,0,0,0,500,0,0,0,12,0,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,247,0,5,0,0,0,0,0,40,0,0,0,4,2,8,1,0,0,0,0,0,1,0,0,0,0,0,0,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1196","SCO_061_MZB_LO_1196-26.05.2011","26.05.2011",2011,5,26,0,0,0,0,0,0,0,50,0,0,0,14,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,0,5,5,0,0,0,1,1,0,0,0,0,0,42,0,4,0,0,0,0,0,14,9,0,1,1,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1196","SCO_061_MZB_LO_1196-05.05.2017","05.05.2017",2017,5,5,0,0,0,0,0,0,0,480,0,0,0,48,0,0,1,108,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101,0,3,0,0,3,11,0,0,0,0,1,0,0,0,0,0,300,0,0,2,0,0,0,0,80,0,0,1,0,0,13,2,1,0,0,0,0,3,0,0,0,0,0,0,90,3,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1198","SCO_061_MZB_LO_1198-26.04.2007","26.04.2007",2007,4,26,0,0,0,0,0,0,0,175,0,0,0,266,0,0,8,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,260,0,12,0,0,11,36,0,0,0,0,0,0,0,0,0,4,335,0,18,0,0,12,0,2,124,52,0,10,19,0,327,19,0,5,0,0,0,1,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,15,23,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1198","SCO_061_MZB_LO_1198-16.04.2008","16.04.2008",2008,4,16,0,0,0,0,5,0,0,33,0,0,0,37,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,41,0,1,6,0,3,0,0,493,0,0,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,101,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1198","SCO_061_MZB_LO_1198-29.05.2009","29.05.2009",2009,5,29,0,0,0,0,21,0,0,404,0,0,20,52,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,129,0,0,5,58,0,0,0,0,0,0,0,0,0,0,82,0,87,2,0,0,0,0,23,60,0,1,0,7,91,0,0,0,0,0,0,4,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,14,2,0,0,7,0,46,0,0,7,0,0,0,0,0,129,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1198","SCO_061_MZB_LO_1198-21.04.2010","21.04.2010",2010,4,21,0,0,0,0,0,0,0,2639,0,0,0,16,0,0,12,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,8,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,684,0,0,5,0,2,0,0,177,0,0,0,0,0,12,2,0,0,0,0,0,10,0,0,0,0,0,0,333,2,0,6,0,0,0,0,0,1,5,0,2,0,0,0,0,0,15,0,0,0,3,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1198","SCO_061_MZB_LO_1198-20.05.2016","20.05.2016",2016,5,20,0,0,0,0,5,0,0,314,0,0,0,21,0,0,13,1505,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,18,49,0,0,19,35,0,0,0,0,0,0,0,0,0,0,122,0,65,3,0,2,0,0,23,12,0,0,0,2,48,0,0,1,0,0,0,3,0,0,0,0,0,0,748,1,0,0,0,0,0,0,0,1,4,0,0,2,0,8,0,0,16,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1199","SCO_061_MZB_LO_1199-11.05.2005","11.05.2005",2005,5,11,0,0,0,0,0,0,0,60,0,0,0,3,0,0,0,200,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,2,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,180,0,0,1,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1199","SCO_061_MZB_LO_1199-02.04.2007","02.04.2007",2007,4,2,0,0,0,0,3,0,0,135,0,0,0,48,0,0,3,25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,20,0,4,1,0,0,0,0,30,0,0,12,0,0,45,10,0,0,0,0,0,1,0,0,0,0,0,0,75,0,1,9,0,0,0,0,0,6,5,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,1,0,174,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1199","SCO_061_MZB_LO_1199-08.05.2008","08.05.2008",2008,5,8,0,0,0,0,0,0,0,210,0,0,0,20,0,0,0,310,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,150,0,0,3,0,0,0,0,3,0,0,6,0,0,30,6,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,1,0,0,23,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1199","SCO_061_MZB_LO_1199-14.05.2009","14.05.2009",2009,5,14,0,0,0,0,0,0,0,47,0,0,0,25,0,0,0,67,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,2,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,0,5,0,0,1,0,0,10,3,0,0,0,0,0,0,10,0,0,0,0,1,43,3,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1199","SCO_061_MZB_LO_1199-05.05.2010","05.05.2010",2010,5,5,0,0,0,0,0,0,0,286,0,0,0,1,0,0,1,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,350,0,3,3,0,0,0,0,2,0,0,0,0,0,56,1,1,0,0,0,0,0,0,0,0,0,0,0,4,8,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1199","SCO_061_MZB_LO_1199-03.05.2011","03.05.2011",2011,5,3,0,0,0,0,0,0,0,200,0,0,0,6,0,0,0,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,2,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,250,0,0,3,0,0,0,0,4,0,0,2,0,0,15,1,2,0,0,0,0,2,0,0,0,0,0,1,50,4,0,40,0,0,0,0,0,20,1,0,2,0,0,0,0,0,20,0,0,0,0,0,50,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1199","SCO_061_MZB_LO_1199-31.05.2016","31.05.2016",2016,5,31,0,0,0,0,0,0,0,160,0,0,0,2,0,0,0,133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,62,0,0,1,68,0,0,0,51,0,0,0,0,0,0,196,0,3,1,0,0,0,0,8,0,0,0,0,0,5,13,4,0,0,0,0,8,0,0,0,0,0,0,19,7,3,2,0,0,0,0,0,13,2,0,0,0,0,0,0,0,3,0,0,0,2,0,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-08.03.2005","08.03.2005",2005,3,8,0,0,0,0,1,0,0,74,0,0,3,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,15,1,0,1,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,150,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-12.05.2006","12.05.2006",2006,5,12,0,0,0,0,0,0,0,22,0,0,3,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,28,0,0,1,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,1,1,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,51,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,1,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-03.05.2007","03.05.2007",2007,5,3,0,0,0,0,0,0,161,220,0,0,0,76,0,0,9,205,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,94,176,0,0,0,29,0,0,0,80,0,0,0,0,0,0,137,0,10,0,0,26,0,0,28,35,0,12,33,0,6,0,60,4,0,0,0,21,0,0,0,0,0,16,249,0,47,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,7,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-21.05.2008","21.05.2008",2008,5,21,0,0,0,0,0,0,6,212,0,0,0,14,0,0,2,125,2,0,0,0,0,2,0,0,0,0,0,69,0,0,0,0,0,0,107,40,14,0,0,2,488,0,0,0,221,0,0,0,0,0,0,60,0,10,0,0,9,0,0,59,11,0,3,27,0,146,9,4,0,0,0,0,4,0,0,0,0,0,2,70,1,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,129,0,0,0,3,0,76,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-22.04.2009","22.04.2009",2009,4,22,0,0,0,0,6,0,27,117,0,0,0,72,0,0,10,78,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,5,0,0,0,4,156,0,0,0,30,0,0,0,0,0,0,159,0,11,0,0,7,0,0,49,41,0,0,0,0,8,0,47,10,0,0,0,1,0,0,0,0,0,10,87,3,170,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,151,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-21.04.2010","21.04.2010",2010,4,21,0,0,0,0,0,0,2,262,0,0,0,13,0,0,29,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,9,0,0,0,0,59,0,0,0,80,1,0,0,0,0,0,376,0,5,3,0,8,0,0,119,0,0,2,0,0,15,2,2,0,0,0,0,1,0,0,0,0,0,2,656,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-03.05.2011","03.05.2011",2011,5,3,0,0,0,0,0,0,0,405,0,0,0,46,0,0,33,563,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,12,295,0,0,2,15,0,0,0,30,0,0,0,0,0,0,69,0,10,2,0,9,0,0,24,2,0,0,0,0,17,0,3,0,0,0,0,2,0,0,0,0,0,0,192,3,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-07.05.2012","07.05.2012",2012,5,7,0,0,0,0,0,0,0,60,0,0,0,10,0,0,3,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,30,0,0,0,8,0,0,0,5,0,0,0,0,0,0,65,0,2,0,0,1,0,0,12,4,0,3,0,0,20,2,3,0,0,0,0,2,0,0,0,0,0,0,20,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-05.04.2013","05.04.2013",2013,4,5,0,0,0,0,0,0,0,126,0,0,42,0,0,0,4,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,668,0,0,0,1562,0,0,0,0,0,0,810,0,0,0,0,34,0,0,10,0,0,0,0,0,18,12,4,0,0,0,0,0,0,2,0,0,0,2,224,0,20,6,0,0,0,0,0,4,0,0,0,0,0,2,0,0,34,0,0,0,8,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-23.04.2014","23.04.2014",2014,4,23,0,0,0,0,1,0,1,25,0,0,8,1,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,88,0,0,0,85,1,0,0,0,0,0,186,0,0,0,0,16,0,0,58,1,0,8,1,0,1,9,2,0,0,1,0,1,0,0,0,0,0,2,88,1,20,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-21.04.2015","21.04.2015",2015,4,21,0,0,0,0,2,0,0,110,0,0,2,2,0,0,2,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,0,0,0,0,80,0,0,0,102,1,2,0,0,0,0,210,0,5,0,0,11,0,0,150,6,0,11,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0,2,170,6,20,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,5,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-25.05.2016","25.05.2016",2016,5,25,0,0,0,0,0,0,0,642,0,0,7,24,0,0,1,410,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,15,218,0,0,0,83,0,0,0,7,0,0,0,0,0,0,202,0,5,1,0,3,0,0,29,3,0,1,7,0,30,2,3,0,0,0,0,0,0,0,0,0,0,1,408,6,18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25,0,0,0,1,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1202","SCO_061_MZB_LO_1202-11.04.2019","11.04.2019",2019,4,11,0,0,0,0,0,0,4,19,0,0,27,6,0,0,11,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,5,9,0,0,0,38,0,0,0,263,0,1,0,0,0,0,166,0,1,0,0,21,0,0,85,4,0,26,15,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,193,0,57,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1203","SCO_061_MZB_LO_1203-11.05.2005","11.05.2005",2005,5,11,0,0,0,0,0,0,0,300,0,0,0,3,0,0,0,51,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,120,0,2,0,0,0,0,3,30,0,0,0,0,0,25,2,0,0,0,0,0,0,0,9,0,0,0,0,62,0,5,15,0,0,0,0,0,14,0,0,0,0,0,0,0,0,12,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1203","SCO_061_MZB_LO_1203-02.04.2007","02.04.2007",2007,4,2,0,0,0,0,0,0,0,98,0,0,0,0,0,0,1,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,6,0,0,0,0,39,0,0,2,0,0,38,0,0,0,0,0,0,1,0,12,0,0,0,0,10,0,2,16,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1203","SCO_061_MZB_LO_1203-06.05.2008","06.05.2008",2008,5,6,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,2,0,0,0,0,12,0,0,1,0,0,8,0,0,0,0,0,0,1,0,4,0,0,0,0,5,0,7,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0
