"Unique.ID","Samp.ID","Sampling.date","year","month","day","AMELETUS INOPINATUS","AMPULLACEANA BALTHICA","ANCYLUS FLUVIATILIS","ANISOPTERA GEN. SP.","APATANIA SP.","BAETIDAE GEN. SP.","BRACHYPTERA RISI","CAENIS HORARIA","CAENIS LUCTUOSA","CALOPTERYX VIRGO","CAPNIA SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CORDULEGASTER BOLTONII","CORDULIIDAE GEN. SP.","CRENOBIA ALPINA","CRUNOECIA IRRORATA SSP.","DICRANOTA SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","ENALLAGMA CYATHIGERUM","EPHEMERELLA ARONI","EPHYDRIDAE GEN. SP.","GALBA TRUNCATULA","GLOSSIPHONIA COMPLANATA","GLOSSOSOMATIDAE GEN. SP.","GOERA PILOSA","GYRAULUS ACRONICUS","GYRAULUS CRISTA","GYRINIDAE GEN. SP.","HELOBDELLA STAGNALIS","HEPTAGENIIDAE GEN. SP.","HIRUDINEA GEN. SP.","HYDRA SP.","HYDRAENA SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILA SP.","ITHYTRICHIA LAMELLARIS","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIA SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYPE PHAEOPA","LYPE REDUCTA","MICRASEMA GELIDUM","MOLANNODES TINCTUS","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OMPHISCOLA GLABRA","ORTHETRUM COERULESCENS","OTOMESOSTOMA AUDITIVUM","OXYETHIRA SP.","PEDICIA RIVOSA SSP.","PERLODIDAE GEN. SP.","PHILOPOTAMUS MONTANUS SSP.","PHRYGANEIDAE GEN. SP.","PISIDIUM SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMOPYRGUS ANTIPODARUM","PSYCHODIDAE GEN. SP.","RHYACOPHILA NUBILA","SCIRTIDAE GEN. SP.","SERICOSTOMA PERSONATUM","SIALIS FULIGINOSA","SIALIS LUTARIA","SILO PALLIPES","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SIPHONOPERLA BURMEISTERI","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THEROMYZON TESSULATUM","TINODES WAENERI SSP.","TIPULIDAE GEN. SP.","WORMALDIA SP."
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-20.10.2006","20.10.2006",2006,10,20,0,0,0,0,0,12,16,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,0,0,7,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-05.09.2008","05.09.2008",2008,9,5,0,0,0,0,0,35,36,0,0,0,0,0,80,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,7,0,0,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-25.10.2011","25.10.2011",2011,10,25,0,0,0,0,0,33,33,0,0,0,0,0,40,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,41,3,0,0,0,0,0,5,0,0,0,0,1,0,0,3,0,0,0,0,0,22,0,2,0,0,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-25.11.2012","25.11.2012",2012,11,25,0,0,0,0,0,44,86,0,0,0,0,0,36,0,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,62,1,0,0,0,2,0,6,0,0,0,0,0,0,0,9,3,0,0,0,0,67,0,2,0,0,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-16.10.2013","16.10.2013",2013,10,16,0,0,0,0,0,118,87,0,0,0,0,0,159,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,91,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,22,0,1,0,0,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-19.11.2014","19.11.2014",2014,11,19,0,0,0,0,0,118,101,0,0,0,0,0,54,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,94,0,6,0,0,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-02.11.2015","02.11.2015",2015,11,2,0,0,0,0,0,24,36,0,0,0,0,0,42,0,0,0,0,5,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,28,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,19,0,0,0,4,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-07.10.2016","07.10.2016",2016,10,7,0,0,0,0,0,124,16,0,0,0,0,0,21,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,33,0,0,0,0,1,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-08.11.2017","08.11.2017",2017,11,8,0,0,0,0,0,80,29,0,0,0,0,0,48,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,2,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-18.10.2018","18.10.2018",2018,10,18,0,0,0,0,0,37,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,7,2,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,1,0,0,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-23.10.2019","23.10.2019",2019,10,23,0,0,0,0,0,168,17,0,0,0,0,0,28,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,46,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,1,0,3,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-01.10.2020","01.10.2020",2020,10,1,0,0,0,0,0,48,6,0,0,0,0,0,13,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,2,94,1,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-11.11.2003","11.11.2003",2003,11,11,0,0,0,0,0,1,1,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0,0,35,1,0,0,0,0,0,0,5,1,3,0,0,0,2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-21.10.2004","21.10.2004",2004,10,21,0,0,0,0,0,4,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-23.10.2006","23.10.2006",2006,10,23,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-13.10.2009","13.10.2009",2009,10,13,0,0,0,0,0,6,1,0,0,0,0,0,93,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,2,17,1,0,0,0,0,0,0,6,2,7,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-25.10.2011","25.10.2011",2011,10,25,0,0,0,0,0,21,2,0,0,0,0,0,226,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,1,19,0,0,0,0,0,0,0,1,10,8,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,4,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-16.10.2013","16.10.2013",2013,10,16,0,0,0,0,0,3,0,0,0,0,0,0,208,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,0,0,0,0,9,0,0,0,0,0,0,0,3,1,5,0,0,0,3,0,1,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-02.11.2015","02.11.2015",2015,11,2,0,0,0,0,0,30,11,0,0,0,0,0,104,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,40,0,0,0,0,0,0,0,0,19,15,0,0,0,0,0,2,0,0,0,0,56,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,9,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-07.10.2016","07.10.2016",2016,10,7,0,0,0,0,0,14,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,17,0,0,0,0,0,0,0,1,6,6,0,0,0,2,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-08.11.2017","08.11.2017",2017,11,8,0,0,0,0,0,32,0,0,0,0,0,0,236,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,2,0,1,28,0,0,0,0,0,0,0,1,2,16,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,3,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-18.10.2018","18.10.2018",2018,10,18,0,0,0,0,0,25,6,0,0,0,0,0,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,1,0,0,4,0,0,0,0,0,0,0,2,0,23,0,0,0,4,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-23.10.2019","23.10.2019",2019,10,23,0,0,0,0,0,17,1,0,0,0,0,0,131,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,38,0,4,0,0,5,1,0,0,0,0,0,0,1,6,17,0,0,0,2,0,2,0,0,0,0,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"NOR_054_MZB_LO_50","NOR_054_MZB_LO_50-01.10.2020","01.10.2020",2020,10,1,0,0,0,0,0,12,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NOR_054_MZB_LO_51","NOR_054_MZB_LO_51-11.11.2003","11.11.2003",2003,11,11,0,0,0,0,0,0,2,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,39,0,0,0,0,0,0,0,3,9,11,0,0,0,1,0,2,0,0,0,0,12,0,0,2,0,0,0,0,0,32,0,0,0,2,0,0,0,0
"NOR_054_MZB_LO_51","NOR_054_MZB_LO_51-19.10.2004","19.10.2004",2004,10,19,0,0,0,0,0,0,24,0,0,0,0,0,123,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,55,0,0,0,0,0,0,0,2,63,6,0,0,0,0,0,2,0,0,0,0,11,0,0,7,0,0,0,0,0,6,0,0,0,1,0,0,0,0
"NOR_054_MZB_LO_51","NOR_054_MZB_LO_51-23.10.2006","23.10.2006",2006,10,23,0,0,0,0,0,1,20,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,17,1,0,0,0,0,0,0,1,68,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0
"NOR_054_MZB_LO_51","NOR_054_MZB_LO_51-13.10.2009","13.10.2009",2009,10,13,0,0,0,0,0,0,13,0,0,0,0,1,72,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,67,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,11,0,0,0,7,0,0,0,0
"NOR_054_MZB_LO_51","NOR_054_MZB_LO_51-25.10.2011","25.10.2011",2011,10,25,0,0,0,0,0,0,8,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,4,0,0,44,0,0,0,0,0,0,0,2,28,5,0,0,0,0,0,5,0,0,0,0,6,0,0,13,0,0,0,0,0,31,0,1,0,5,0,0,0,0
"NOR_054_MZB_LO_51","NOR_054_MZB_LO_51-25.11.2012","25.11.2012",2012,11,25,0,0,0,0,0,0,6,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,53,0,0,0,0,0,0,0,1,35,5,0,0,0,0,0,2,0,0,0,0,8,0,0,8,0,0,0,0,0,23,0,1,0,14,0,0,0,0
"NOR_054_MZB_LO_51","NOR_054_MZB_LO_51-19.11.2014","19.11.2014",2014,11,19,0,0,0,0,0,2,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,6,0,0,35,0,0,0,0,0,0,0,7,9,18,0,0,0,0,0,3,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-11.11.2003","11.11.2003",2003,11,11,0,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,1,47,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-21.10.2004","21.10.2004",2004,10,21,0,0,0,0,0,0,42,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-20.10.2006","20.10.2006",2006,10,20,0,0,0,0,0,2,29,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,232,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,1,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-13.10.2009","13.10.2009",2009,10,13,0,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,76,2,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,14,0,3,0,1,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-25.10.2011","25.10.2011",2011,10,25,0,0,0,0,0,0,65,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,99,1,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,36,0,1,0,2,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-16.10.2013","16.10.2013",2013,10,16,0,0,0,0,0,0,89,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,1,93,2,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,27,0,1,0,2,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-02.11.2015","02.11.2015",2015,11,2,0,0,0,0,0,0,22,0,0,0,0,1,35,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-07.10.2016","07.10.2016",2016,10,7,0,0,0,0,0,0,75,0,0,0,0,0,17,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,107,8,0,0,0,1,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,96,0,1,0,1,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-08.11.2017","08.11.2017",2017,11,8,0,0,0,0,0,0,45,0,0,0,1,0,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0,1,89,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,2,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-18.10.2018","18.10.2018",2018,10,18,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-23.10.2019","23.10.2019",2019,10,23,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,65,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,21,0,1,0,1,0,0,0,0
"NOR_054_MZB_LO_52","NOR_054_MZB_LO_52-01.10.2020","01.10.2020",2020,10,1,0,0,0,0,0,0,9,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-11.11.2003","11.11.2003",2003,11,11,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-19.10.2004","19.10.2004",2004,10,19,0,0,0,0,0,0,0,0,0,0,0,4,138,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,16,2,32,0,0,0,3,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-21.09.2005","21.09.2005",2005,9,21,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-20.10.2006","20.10.2006",2006,10,20,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-05.09.2008","05.09.2008",2008,9,5,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-25.10.2011","25.10.2011",2011,10,25,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-25.11.2012","25.11.2012",2012,11,25,0,0,0,0,0,0,0,0,0,0,0,6,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,3,7,0,0,0,0,0,0,0,13,21,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-16.10.2013","16.10.2013",2013,10,16,0,0,0,0,0,0,0,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,4,0,0,4,0,0,0,3,4,12,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-19.11.2014","19.11.2014",2014,11,19,0,0,0,0,0,0,0,0,0,0,0,3,102,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,1,0,0,0,0,0,0,0,2,35,0,0,1,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-02.11.2015","02.11.2015",2015,11,2,0,0,0,0,0,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,3,14,28,0,0,0,0,0,0,0,2,2,0,14,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-07.10.2016","07.10.2016",2016,10,7,0,0,0,0,0,0,0,0,0,0,0,2,110,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-08.11.2017","08.11.2017",2017,11,8,0,0,0,0,0,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,1,1,0,0,0,0,0,0,1,2,20,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-18.10.2018","18.10.2018",2018,10,18,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,3,0,0,0,0,0,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0
"NOR_054_MZB_LO_53","NOR_054_MZB_LO_53-23.10.2019","23.10.2019",2019,10,23,0,0,0,0,0,0,0,0,0,0,0,2,357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,1,1,0,0,0,0,0,0,4,0,54,0,0,0,1,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
