"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS SP.","AESHNIDAE GEN. SP.","AGRIOTYPUS SP.","ANTHOMYIIDAE GEN. SP.","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATYIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BLEPHARICERIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.","CAENIDAE GEN. SP.","CALAMOCERATIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIONEURA SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYZICIDAE GEN. SP.","DENDROCOELUM SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DREISSENIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHORON VIRGO","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GORDIIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SP.","HALIPLIDAE GEN. SP.","HEBRIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HIRUDINIDAE GEN. SP.","HYDRA SP.","HYDRACHNA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYGROBIIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MERMITHIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MOLANNA SP.","MUSCIDAE GEN. SP.","NAUCORIDAE GEN. SP.","NEMOURIDAE GEN. SP.","NEPIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OSMYLIDAE GEN. SP.","PALAEMONIDAE GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANIPENNIA GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","PLEIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PROCAMBARUS CLARKII","PSEPHENIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SISYRIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYX SP.","THAUMALEIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRIOPSIDAE GEN. SP.","UENOIDAE GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARUS SP."
"ESP_045_MZB_LO_139","ESP_045_MZB_LO_139-16.10.2023","16.10.2023",2023,10,16,0,0,0,0,0,0,0,24,0,48,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3520,0,4,264,0,0,0,1536,2,18,0,0,0,0,2,0,0,0,0,120,0,0,0,0,24,88,896,0,0,0,0,0,0,0,0,8,0,0,0,0,24,0,16,0,0,0,0,0,0,24,0,0,368,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,0,0,0,0,0,0,2,0,0,0,4,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-17.09.2007","17.09.2007",2007,9,17,0,2.5,0,0,0,0,0,136.5,0,2.5,0,0,0,0,0,7.5,7.5,2.5,0,0,0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,7.5,0.5,0,0,0,10,0,0,0,0,0,0,7.5,0,0,0,0,0,5,3746.5,0,0,0,2.5,0,0,0,19.5,10,0,19.5,0,0,0,0,2.5,0,0,0,0,0,0,19.5,0,0,78,0,0,0,0,0,0,0,10,0,0,0,5,0,0,29.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,88,2.5,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-15.09.2008","15.09.2008",2008,9,15,0,2.5,0,0,0,0,0,292.5,0,497.5,0,0,0,0,0,10,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,473.5,5,10,63.5,0,0,0,370.5,0,0,0,0,12,0,0,0,0,0,0,97.5,0,0,0,702.5,0,5,2083,0,0,0,117.5,5,0,1180.5,19.5,19.5,0,129,0,0,0,10,24.5,0,0,0,0,0,0,10,0,0,122,0,0,0,0,0,0,0,0,0,0,0,380.5,0,0,17,0,0,5,0,0,10,19.5,0,0,0,29.5,2.5,107.5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-09.09.2009","09.09.2009",2009,9,9,0,7.5,0,0,0,0,0,136.5,0,166,0,0,0,0,0,0,0,2.5,0,0,0,536.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,1161,0,0,19.5,0,0,0,5,0,12,0,19.5,12.5,0,0,0,29.5,0,0,0,0,0,0,117,0,10,6868.5,0,0,0,49,0,0,19.5,39.5,0,0,97.5,0,0,0,39,29.5,0,0,0,0,0,0,12,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,1483,0,0,29.5,0,0,10,0,0,2.5,0,0,0,0,0,2.5,19.5,0,166,29.5,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-09.09.2010","09.09.2010",2010,9,9,0,2.5,0,0,0,0,0,127,0,429.5,0,0,0,0,0,19.5,0,0,0,0,0,141.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24.5,0,0,507,0,5,19.5,0,0,0,546.5,0,0,0,0,0,0,0,0,0,0,0,131.5,0,0,0,97.5,0,14.5,2585.5,0,0,0,102.5,5,0,58.5,117,0,0,54,0,0,0,0,10,0,0,0,0,0,0,14.5,2.5,0,29.5,0,0,0,0,0,0,0,10,0,0,0,507.5,0,0,97.5,0,0,5,0,0,0,0,0,0,0,39,0,234,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-06.09.2011","06.09.2011",2011,9,6,0,0,0,0,0,0,0,185.5,0,624.5,0,0,0,10,0,10,0,0,0,10,0,1141.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,1161.5,39,0,0,0,0,0,273,0,2.5,0,114.5,2.5,0,0,0,0,0,0,15,0,0,0,39,0,68.5,2449,0,0,0,897.5,0,0,88,0,117,0,468.5,0,0,0,0,78,0,0,0,0,0,0,49,0,0,78,0,0,0,0,0,0,0,29.5,0,0,0,166,0,0,205,0,0,19.5,10,0,0,49,0,0,0,39,19.5,156,0,244,2.5,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-04.09.2012","04.09.2012",2012,9,4,0,7.5,0,0,0,0,0,780.5,0,468.5,0,0,0,0,0,78,0,0,0,0,0,1951,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,97.5,7.5,0,487.5,0,2.5,0,0,0,0,19.5,7.5,0,0,0,5,0,0,0,0,0,0,2.5,0,0,0,97.5,0,49,3668.5,0,0,0,1212.5,29.5,0,234,732,253.5,0,136.5,0,0,0,0,0,0,0,0,0,0,0,175.5,0,0,1014.5,0,0,0,0,0,12,0,2.5,0,0,0,156,0,0,214.5,0,0,10,0,0,5,10,0,0,0,0,12,1170.5,0,214.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-10.09.2013","10.09.2013",2013,9,10,0,5,0,0,0,0,0,195,0,390,0,0,0,0,0,10,0,2.5,0,10,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,0,0,570.5,10,0,19.5,0,0,0,127,0,5,0,14.5,10,0,0,0,0,0,0,234,0,0,0,78,0,205,1053.5,0,0,0,585.5,10,0,44,44,34,0,205,0,0,0,2.5,24.5,0,0,0,0,0,0,10,0,0,68.5,0,0,0,0,0,0,0,0,0,0,0,302.5,0,0,234,0,0,0,0,0,10,53.5,0,0,0,10,5,1483,0,88,2.5,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-04.09.2014","04.09.2014",2014,9,4,0,4,0,0,0,0,0,192,0,176,0,0,0,0,0,64,0,128,0,0,0,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,770,48,0,48,0,0,0,80,40,8,0,16,2,0,32,0,0,0,0,18,0,0,0,0,288,32,7424,0,0,0,112,16,0,112,528,224,0,48,0,16,0,0,32,0,0,0,0,0,0,6,0,0,80,0,0,0,0,0,0,0,96,0,0,0,320,0,0,304,0,0,32,0,0,0,16,0,0,0,16,24,416,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-01.09.2015","01.09.2015",2015,9,1,0,2,0,0,0,8,0,184,0,896,0,0,0,0,0,24,0,0,0,8,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,792,0,0,16,0,0,0,20,0.5,0,0,8,12,0,0,0,2,0,0,6,0,0,0,0,152,176,1792,0,0,0,192,16,0,96,56,16,0,38,0,0,0,2,40,0,0,0,0,0,0,56,0,0,24,0,0,2,0,0,0,0,16,0,0,0,416,0,0,136,0,0,8,0,0,0,4,0,0,0,24,0,704,0,112,0,0,2,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-14.09.2016","14.09.2016",2016,9,14,0,4,0,0,0,0,0,32,0,336,0,0,0,0,0,16,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,4,0,0,0,128,0,2,0,2,4,0,0,0,0,0,0,8,0,0,0,0,32,32,12288,0,0,0,256,0,0,2,336,32,0,96,0,0,0,0,64,0,0,0,0,0,0,0,0,0,160,0,0,4,0,0,0,0,64,0,0,0,96,0,0,48,0,0,0,0,0,2,10,0,0,0,4,20,192,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-05.09.2017","05.09.2017",2017,9,5,0,0,0,0,0,0,0,48,0,2816,0,0,0,0,0,3584,0,0,0,16,0,1280,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,32,0,4480,16,0,80,0,0,0,48,0,0,0,0,42,0,0,0,32,0,0,0,0,0,0,0,256,128,9472,0,0,16,6144,144,0,48,336,0,0,464,0,0,0,4096,48,0,0,0,0,0,0,14,0,0,192,0,0,2,0,0,0,0,1056,0,0,0,736,0,0,448,0,0,0,128,0,0,112,0,0,0,2,8,48,0,384,6,0,24,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-17.09.2018","17.09.2018",2018,9,17,0,0,0,2,0,0,0,208,0,1600,0,0,0,160,0,432,0,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,4480,0,0,80,0,0,0,1408,0,0,0,0,6,0,0,0,8,0,0,160,0,0,0,0,224,192,5376,0,0,0,8192,48,0,48,48,32,0,1344,0,0,0,1408,0,0,0,0,0,0,0,6,0,0,288,0,0,0,0,0,0,0,96,0,0,0,160,0,0,288,0,0,0,2,0,0,144,0,0,0,0,0,192,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-23.09.2019","23.09.2019",2019,9,23,0,0,0,0,0,0,0,18,0,1344,0,0,0,1856,0,1664,0,0,0,32,0,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,15360,16,0,10,0,0,0,5248,0,2,0,0,4,0,208,0,16,0,0,14,0,0,0,0,224,768,5120,0,0,0,10240,0,0,0,0,48,0,1664,0,2,0,640,16,0,0,0,0,0,0,192,0,0,672,0,0,2,0,0,2,0,0,0,0,0,304,0,0,336,0,0,0,0,0,0,16,0,0,0,2,2,352,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-21.09.2020","21.09.2020",2020,9,21,0,2,0,0,0,0,0,176,0,1408,0,0,0,7424,0,224,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,16,0,0,0,368,0,0,12800,0,0,48,0,0,0,5376,0,2,0,16,18,0,160,0,0,0,0,32,0,0,0,0,160,832,1152,0,0,0,5376,48,0,16,16,0,0,704,0,0,0,256,80,0,0,0,0,0,0,432,0,0,272,0,0,0,0,0,8,0,12,0,0,0,464,0,0,192,0,0,0,0,0,0,64,0,0,0,64,2,768,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-23.09.2021","23.09.2021",2021,9,23,0,12,0,0,0,0,0,96,0,2688,0,0,0,1280,0,32,2,0,0,16,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,13824,0,0,2,0,0,0,11264,0,0,0,0,14,0,0,0,0,0,0,224,0,0,0,0,112,928,2304,0,0,0,6912,0,0,32,0,288,0,768,0,0,0,192,32,0,0,0,0,0,0,480,0,0,240,0,0,2,0,0,0,0,256,0,0,0,1664,0,0,144,0,0,0,2,0,0,64,0,0,16,48,0,64,0,32,2,0,32,0,0,2,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-26.09.2022","26.09.2022",2022,9,26,0,16,0,0,0,0,0,304,0,1152,0,0,0,2816,0,80,32,0,0,16,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,11264,0,0,64,0,0,0,1792,0,16,0,48,48,0,96,0,0,0,0,32,0,0,0,0,640,1280,2112,0,0,16,3968,16,0,16,32,48,0,512,0,0,0,224,96,0,0,0,0,0,0,48,0,0,272,0,0,4,2,0,6,0,128,0,0,0,1280,0,0,192,0,0,16,64,0,0,48,0,0,0,64,0,48,0,48,0,0,2,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-10.10.2023","10.10.2023",2023,10,10,0,18,0,0,0,0,0,264,0,640,0,0,0,160,0,24,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,3584,0,0,4,0,0,0,480,2,0,0,2,50,0,8,0,0,0,0,16,0,0,0,0,32,216,352,0,0,0,704,0,0,0,0,24,0,16,0,0,0,120,0,0,0,0,0,0,0,144,0,0,56,0,0,2,0,0,2,0,24,0,0,0,168,0,0,56,0,0,0,0,0,0,32,0,0,0,6,0,704,0,56,2,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_14","ESP_045_MZB_LO_14-01.10.2024","01.10.2024",2024,10,1,0,6,0,0,0,0,0,16,0,528,0,0,0,64,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,3456,0,0,6,0,0,0,1056,0,0,0,0,32,0,2,0,0,0,0,176,0,0,0,0,16,208,1120,0,0,0,1088,0,0,16,0,48,0,48,0,0,0,64,0,0,0,0,0,0,0,384,0,0,48,0,0,0,0,0,22,0,0,0,0,0,64,0,0,0,0,0,0,0,0,2,4,0,0,32,2,0,176,0,32,0,0,0,0,0,4,0,0,0,0,0,0,0
"ESP_045_MZB_LO_141","ESP_045_MZB_LO_141-29.09.2015","29.09.2015",2015,9,29,0,0,0,0,0,0,0,64,0,48,0,0,0,0,0,16,0,0,0,0,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,944,32,16,2,0,0,0,400,0,0,0,0,0,0,64,0,0,0,0,2,0,0,0,0,48,0,6400,0,0,0,64,0,0,2,0,0,0,64,0,0,0,16,0,0,0,0,0,0,0,2,0,0,224,0,0,0,0,0,2,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,256,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_141","ESP_045_MZB_LO_141-05.10.2016","05.10.2016",2016,10,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,32,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,0,0,304,0,16,0,0,0,0,160,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,96,80,11648,0,0,0,96,0,0,64,48,0,0,8,0,0,0,0,0,0,0,0,0,0,0,80,0,0,64,0,0,0,0,0,0,0,2,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_141","ESP_045_MZB_LO_141-19.09.2017","19.09.2017",2017,9,19,0,0,0,0,0,0,0,28,0,52,0,0,0,0,0,8,0,0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,704,0,0,2,0,0,0,368,0,0,0,2,4,0,2,0,0,0,0,2,0,0,0,0,36,52,992,0,0,0,48,4,0,4,0,8,0,116,0,0,0,0,4,0,0,0,0,0,0,36,0,4,24,0,0,0,0,0,20,0,2,0,0,0,32,0,0,0,0,0,0,0,0,6,0,0,0,12,2,0,104,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_141","ESP_045_MZB_LO_141-12.09.2018","12.09.2018",2018,9,12,0,0,0,0,4,0,0,112,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1152,32,4,0,0,0,0,768,0,0,2,0,10,0,4,0,0,0,0,12,0,0,0,0,128,32,5376,0,0,0,144,0,0,0,6,0,0,384,0,0,2,0,0,0,0,0,0,0,0,12,0,0,96,0,0,0,4,0,2,0,0,0,0,0,96,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_141","ESP_045_MZB_LO_141-19.09.2019","19.09.2019",2019,9,19,0,0,0,0,4,0,0,88,0,56,0,0,0,0,0,0,0,0,0,8,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,560,8,40,0,0,0,0,224,0,0,24,0,8,0,24,0,0,0,0,8,0,0,0,0,56,56,7040,0,0,0,96,0,0,32,0,8,0,136,0,2,0,0,0,0,0,0,0,0,0,96,0,0,16,0,0,0,8,0,16,0,0,0,0,0,48,0,0,40,0,0,0,0,0,0,0,0,0,0,4,0,48,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_141","ESP_045_MZB_LO_141-10.09.2020","10.09.2020",2020,9,10,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,2,0,2,0,0,0,0,0,0,0,0,64,0,0,1536,48,48,0,0,0,0,144,0,0,32,0,18,0,112,0,0,0,0,32,0,0,0,0,64,64,4224,0,0,0,256,0,0,96,48,16,0,400,0,0,0,0,0,0,0,0,0,0,0,128,0,0,672,0,0,0,0,0,96,0,0,0,0,0,272,0,0,64,0,0,0,2,0,0,4,0,0,16,0,0,416,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_141","ESP_045_MZB_LO_141-14.09.2021","14.09.2021",2021,9,14,0,0,0,0,0,0,0,112,0,128,0,0,0,0,0,2,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,384,32,6,0,0,0,4,608,0,0,2,0,8,0,0,0,0,0,0,64,0,0,0,0,80,2,6784,0,0,0,336,0,0,0,0,2,0,224,0,0,0,0,0,0,0,0,0,0,0,1056,0,0,112,0,0,0,0,0,48,0,0,0,0,0,144,0,0,0,0,0,32,0,0,4,16,0,0,0,2,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_141","ESP_045_MZB_LO_141-22.09.2022","22.09.2022",2022,9,22,0,0,0,0,0,0,0,16,0,48,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1056,40,12,16,0,0,0,40,0,0,0,4,8,0,40,0,0,0,0,2,0,0,0,0,96,96,3584,0,0,0,48,0,0,16,8,0,0,640,0,0,0,2,0,0,0,0,0,8,0,0,0,0,144,0,0,0,32,0,704,0,0,0,0,0,8,0,0,2,0,0,0,0,0,2,0,0,0,16,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_141","ESP_045_MZB_LO_141-09.10.2024","09.10.2024",2024,10,9,0,8,0,0,0,0,0,6,0,704,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344,0,0,0,0,0,2,1280,0,0,0,0,2,0,32,0,0,0,0,4,0,0,0,0,96,96,4352,0,0,0,48,0,0,304,16,0,0,64,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_146","ESP_045_MZB_LO_146-08.10.2007","08.10.2007",2007,10,8,0,0,0,0,0,2.5,0,97.5,0,68.5,0,0,0,0,0,273,0,0,0,0,0,107.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,88,0,0,0,97.5,10,0,0,0,0,0,0,0,0,0,39,10,0,0,0,0,0,0,0,0,0,1970.5,0,0,0,0,0,0,0,0,0,0,0,107.5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,195,0,0,2.5,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_146","ESP_045_MZB_LO_146-18.09.2008","18.09.2008",2008,9,18,0,0,0,0,0,0,0,312,0,322,0,0,0,0,0,58.5,0,0,0,0,0,751.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,39,0,0,0,741,39,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,927,0,0,0,0,0,0,0,68.5,0,0,0,468.5,0,0,0,0,0,19.5,5,0,0,2.5,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_146","ESP_045_MZB_LO_146-05.10.2009","05.10.2009",2009,10,5,0,0,0,0,0,0,0,322,0,175.5,0,0,0,0,0,214.5,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.5,0,0,0,0,0,0,1190,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.5,0,0,0,0,0,0,0,0,0,0,0,156,0,0,5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_146","ESP_045_MZB_LO_146-21.09.2010","21.09.2010",2010,9,21,0,0,0,0,0,0,0,546.5,0,497.5,0,0,0,0,0,507.5,0,0,0,5,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,19.5,0,0,0,3285.5,5,0,0,0,0,0,0,0,0,10,0,19.5,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,29.5,0,0,24.5,0,0,0,53.5,0,0,0,0,0,0,0,0,1249,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_146","ESP_045_MZB_LO_146-14.09.2011","14.09.2011",2011,9,14,0,0,0,19.5,0,0,0,98,0,1405,0,0,0,0,0,936.5,0,0,0,0,0,1014.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,58.5,0,0,0,3288,49,0,0,0,0,0,0,0,0,39,0,19.5,0,0,0,0,0,0,0,0,0,168.5,0,0,0,0,0,0,0,19.5,0,0,0,68.5,0,0,19.5,0,0,19.5,10,0,0,0,0,10,0,0,0,68.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_146","ESP_045_MZB_LO_146-17.09.2012","17.09.2012",2012,9,17,0,0,0,0,0,0,0,429.5,0,1561,0,0,0,0,0,429.5,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,780.5,0,0,107.5,0,0,0,2049,14.5,0,0,0,0,0,0,0,0,10,0,14.5,0,0,0,0,0,0,0,0,0,353.5,0,0,0,0,0,0,0,2.5,0,0,0,351,0,0,2.5,0,0,0,34.5,0,0,5,0,0,0,0,0,0,0,73,2.5,0,0,0,0,0,0,0,0,0,0,0,0
