"site_id","sgn_id","sample_id","year","month","day","ACROLOXIDAE GEN. SP.","AGRIOTYPUS ARMATUS","ANTOCHA VITRIPENNIS","APATANIA MULIEBRIS","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","CAENIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","CORIXIDAE GEN. SP.","CRANGONYCTIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","DENDROCOELIDAE GEN. SP.","DIXIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","ELODES SP.","ELOEOPHILA SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GORDIIDAE GEN. SP.","GYRINIDAE GEN. SP.","HALIPLIDAE GEN. SP.","HEPTAGENIIDAE GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","ISCHNURA ELEGANS","LEPIDOPTERA GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMERTEA GEN. SP.","NEMOURIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTONECTA VIRIDIS","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PEDICIIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PILARIA SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SISYRA NIGRA","SPHAERIIDAE GEN. SP.","SPONGILLIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TIPULIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","ZONITIDAE GEN. SP."
109000422,"ENG_044_MZB_LO_4","109000422_10.10.2016",2016,"10",10,0,0,0,0,1,0,0,307,0,0,0,0,0,0,1,150,0,0,0,0,1,1,0,0,15,107,0,3,2,18,0,0,1350,3,22,34,0,0,0,0,0,1,0,0,34,0,0,0,0,3,0,1,0,24,10,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,3,714,21,0,0,0,1,0,14,0,14,0,173,0,2,0,0,0,0,0,0,8,0,0
109000422,"ENG_044_MZB_LO_4","109000422_23.10.2017",2017,"10",23,0,0,0,0,2,0,0,78,0,0,0,3,0,0,1,115,0,1,0,0,0,1,0,0,25,59,0,0,1,48,0,4,4182,6,190,66,0,1,0,1,0,1,0,0,14,0,0,0,0,2,0,0,0,26,21,0,0,0,0,0,0,0,1,0,20,13,0,0,0,0,5,120,46,1,0,0,3,0,9,0,16,1,12,0,18,0,0,0,0,0,1,0,0,0
109000422,"ENG_044_MZB_LO_4","109000422_18.10.2018",2018,"10",18,0,0,0,0,1,0,0,48,0,0,0,0,0,0,2,37,0,0,0,0,0,0,0,0,12,100,0,1,1,1,0,2,1115,7,32,14,0,1,0,0,0,0,0,0,25,0,0,0,0,4,0,0,0,12,22,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,2,190,5,0,1,0,3,0,19,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0
109000422,"ENG_044_MZB_LO_4","109000422_15.10.2019",2019,"10",15,0,0,0,0,6,0,0,43,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,34,123,0,0,0,4,0,1,4025,8,240,15,0,0,1,1,1,0,0,0,10,2,0,0,1,9,5,2,0,29,12,0,4,0,1,0,0,0,0,0,10,1,0,0,0,1,4,18,49,1,1,1,1,0,12,0,9,0,1,0,4,0,0,0,0,0,0,17,0,0
109000423,"ENG_044_MZB_LO_5","109000423_08.11.2006",2006,"11",8,0,0,0,0,0,0,0,208,0,0,0,1,0,0,4,8,0,0,0,0,2,0,0,0,0,148,0,0,0,0,14,0,2492,0,40,29,0,1,0,196,0,0,180,0,9,36,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,12,4,0,0,1,0,0,4,0,2,0,8,0,4,0,1,0,0,0,33,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_03.10.2007",2007,"10",3,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,9,1,192,0,0,4,3,36,0,4776,0,7,144,0,1,0,78,0,0,117,0,9,4,0,0,2,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,66,0,0,0,0,0,0,4,2,2,0,1,1,0,11,0,1,0,142,0,5,0,0,0,0,0,47,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_21.10.2008",2008,"10",21,0,0,0,0,0,0,0,612,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,1,0,231,0,0,0,2,6,0,9287,0,29,20,0,2,0,150,2,0,29,0,42,6,0,0,0,0,2,0,0,7,0,0,1,0,0,0,0,1,0,1,23,0,0,0,0,0,1,34,9,2,2,0,0,0,23,0,0,0,8,0,2,0,0,0,0,0,66,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_22.10.2009",2009,"10",22,0,0,0,0,0,1,0,130,0,0,0,7,0,0,0,20,0,0,0,0,0,0,0,0,4,100,0,0,3,0,30,0,4300,0,1,41,0,2,0,45,1,0,180,0,40,2,0,0,4,3,0,0,0,5,0,0,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,2,7,12,0,0,0,0,10,0,0,0,14,0,2,0,0,0,0,0,24,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_21.10.2010",2010,"10",21,0,0,0,0,0,0,0,79,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,62,0,0,0,0,22,0,3344,0,4,51,0,0,0,15,0,0,297,0,7,1,0,0,0,3,0,0,0,9,3,0,0,2,0,0,0,0,0,3,18,0,0,0,0,0,0,2,21,4,0,4,0,0,7,0,1,0,48,0,19,0,0,0,0,0,60,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_16.10.2012",2012,"10",16,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,31,0,0,0,2,30,0,1648,0,1,30,0,0,1,2,0,0,27,0,2,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,41,0,0,0,0,0,1,2,4,0,0,0,0,0,12,0,0,0,77,0,9,0,0,0,0,0,24,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_30.10.2013",2013,"10",30,0,0,0,0,0,0,0,126,0,0,0,55,0,0,1,260,0,0,0,0,0,0,0,0,12,39,0,0,1,4,22,0,3678,0,0,10,0,1,0,26,0,1,169,0,4,42,0,0,1,6,2,0,0,11,1,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,21,16,0,0,0,1,0,25,0,0,0,2,0,30,0,0,0,0,0,26,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_20.10.2014",2014,"10",20,0,0,1,0,0,0,0,78,0,0,0,44,0,0,0,28,0,0,0,0,0,0,0,0,0,115,0,0,1,27,28,1,1088,0,4,30,0,2,0,82,3,1,96,0,20,11,0,0,1,13,2,0,0,6,1,0,1,1,0,0,0,1,0,2,20,41,0,0,0,0,0,19,16,1,0,0,0,0,12,0,1,0,50,0,5,0,1,0,0,0,3,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_23.10.2015",2015,"10",23,0,0,0,0,0,0,0,168,0,0,0,432,0,0,0,61,0,0,0,0,0,0,0,0,9,288,0,1,0,0,24,0,1685,1,2,17,0,2,0,29,1,0,1848,0,30,389,0,0,2,6,22,1,0,2,2,0,2,0,0,0,0,0,0,8,48,8,0,0,14,0,0,19,47,9,0,1,0,0,12,0,0,0,59,0,68,0,0,0,0,0,0,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_10.10.2016",2016,"10",10,0,0,0,0,0,0,0,91,0,0,1,720,0,0,0,105,0,0,0,0,0,0,0,0,1,132,0,0,1,2,102,0,1120,2,2,9,0,0,0,27,1,2,1086,0,9,29,0,0,5,11,16,1,0,9,196,0,3,0,0,0,0,2,0,3,80,2,0,0,20,0,0,41,14,16,0,0,0,0,4,0,0,0,7,0,29,0,0,0,0,0,0,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_23.10.2017",2017,"10",23,0,0,1,0,0,0,0,37,0,0,0,1350,1,0,2,59,0,1,0,0,0,9,0,0,2,51,0,0,1,1,50,0,1330,0,0,1,0,2,0,110,0,60,2276,0,2,238,0,0,0,9,40,2,0,2,1,0,0,0,0,0,0,4,0,4,90,9,0,0,48,0,0,41,62,51,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_18.10.2018",2018,"10",18,0,0,3,0,0,0,0,120,0,0,1,114,3,0,1,64,0,1,0,1,0,0,0,0,0,212,0,0,0,1,32,0,1115,0,3,3,0,5,0,260,4,12,182,0,16,106,0,0,0,12,5,2,0,3,0,0,1,0,0,0,0,1,0,2,100,4,0,0,7,0,0,10,26,7,1,0,0,0,9,0,0,0,5,0,4,0,0,0,0,0,1,0,0,0
109000423,"ENG_044_MZB_LO_5","109000423_15.10.2019",2019,"10",15,0,0,0,0,0,0,0,117,0,0,0,240,0,0,0,125,0,0,0,0,0,0,0,0,0,223,0,1,1,0,16,1,5000,1,145,4,0,2,0,39,1,0,1240,0,16,46,0,0,3,4,1,2,0,0,1,0,0,0,0,0,0,0,0,7,60,17,0,0,0,0,0,12,8,4,0,0,0,0,14,0,0,0,7,0,16,0,0,0,0,0,1,0,0,0
109000424,"ENG_044_MZB_LO_6","109000424_22.09.2009",2009,"9",22,0,0,0,0,0,0,0,30,0,3,60,7,0,0,0,60,0,0,0,0,0,0,0,0,0,130,0,0,0,20,15,2,60,5,20,12,0,8,0,3,0,0,0,0,30,2,0,0,1,90,0,10,0,1,2,0,0,0,0,0,0,25,0,0,45,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,60,0,0,0,0,0,14,0,0,0
109000424,"ENG_044_MZB_LO_6","109000424_21.10.2010",2010,"10",21,0,0,0,0,0,0,0,50,0,1,15,20,6,0,1,10,0,0,0,0,0,0,0,0,0,120,0,0,0,1,50,0,30,1,2,0,0,1,0,4,0,0,0,0,15,6,0,0,2,60,9,0,0,5,3,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,12,2,0,0,0,8,3,0,5,0,80,0,60,0,0,0,0,0,1,0,0,0
109000424,"ENG_044_MZB_LO_6","109000424_30.10.2013",2013,"10",30,0,0,0,0,1,0,19,8,0,1,19,9,1,0,7,2,0,0,0,0,1,0,0,0,0,1716,0,0,0,6,14,4,689,2,24,0,0,4,0,43,0,0,2,0,144,22,0,0,201,43,1,0,0,1,4,0,0,0,0,0,0,22,0,0,71,0,0,0,0,0,1,4,28,4,0,0,0,0,4,0,39,2,48,0,134,0,0,0,0,2,37,0,0,0
109000424,"ENG_044_MZB_LO_6","109000424_20.10.2014",2014,"10",20,0,0,2,0,0,0,10,44,0,2,7,2,2,0,6,220,1,0,0,0,1,0,0,0,0,970,0,0,4,6,7,0,576,1,316,5,0,71,1,99,1,3,1,0,696,66,0,0,204,90,9,0,0,2,36,0,0,0,0,0,0,58,0,0,21,12,1,0,0,0,1,0,56,54,0,0,0,0,12,0,42,0,142,0,70,0,0,0,0,0,1,0,0,0
109000424,"ENG_044_MZB_LO_6","109000424_23.10.2015",2015,"10",23,0,0,0,0,0,0,17,105,0,12,88,4,1,0,1,42,0,0,0,0,2,0,0,0,1,1108,0,0,0,55,14,3,907,3,15,21,0,28,2,100,3,0,18,0,73,8,0,0,12,5,0,0,0,6,22,0,0,0,0,0,0,8,0,0,68,30,0,0,1,0,2,1,30,2,0,0,0,0,2,0,7,0,49,0,139,0,0,0,0,1,0,0,0,0
109000424,"ENG_044_MZB_LO_6","109000424_10.10.2016",2016,"10",10,0,0,1,0,0,0,6,81,0,2,207,4,1,0,0,60,0,0,0,0,0,0,0,0,0,544,0,0,0,0,26,1,245,5,57,2,0,2,1,45,1,0,33,0,26,1,0,0,106,54,4,0,0,6,4,0,0,0,0,0,0,17,0,0,20,8,0,0,0,0,1,1,15,4,0,0,0,0,2,0,4,0,191,0,106,0,0,0,0,0,0,0,0,0
109000424,"ENG_044_MZB_LO_6","109000424_23.10.2017",2017,"10",23,0,0,5,0,8,0,6,6,0,9,13,6,1,0,0,4,0,0,0,0,2,0,0,0,0,929,0,0,0,8,115,1,306,10,85,1,0,8,7,68,0,2,43,0,41,4,0,0,26,27,12,0,0,15,11,0,0,1,0,1,0,30,0,0,80,4,0,0,0,0,0,3,30,1,1,1,0,0,1,0,22,0,1,0,179,1,0,0,0,4,2,1,1,0
109000424,"ENG_044_MZB_LO_6","109000424_11.10.2018",2018,"10",11,0,0,1,0,0,0,34,32,0,12,63,0,2,0,0,22,0,0,0,0,1,0,0,0,0,761,0,0,0,1,20,2,91,2,40,2,0,5,7,46,1,0,65,0,124,16,0,0,40,136,14,0,0,6,10,0,0,0,0,0,0,103,0,0,90,5,0,0,0,0,0,0,31,2,0,0,0,0,0,0,6,0,9,0,63,3,0,0,0,2,0,0,0,0
109000424,"ENG_044_MZB_LO_6","109000424_15.10.2019",2019,"10",15,0,0,0,0,1,0,18,5,1,14,136,6,2,0,1,3,0,0,0,0,0,0,0,0,0,300,0,0,0,0,83,2,57,8,6,3,0,0,2,27,0,0,21,0,4,2,0,0,14,17,1,0,0,15,7,0,1,0,0,0,0,28,0,0,110,0,0,0,1,0,0,0,30,0,0,0,0,1,0,0,12,0,5,0,258,0,0,0,0,0,0,0,0,0
109000425,"ENG_044_MZB_LO_7","109000425_22.10.2009",2009,"10",22,0,0,0,0,20,0,0,120,0,1,0,12,0,0,2,100,0,0,0,0,1,0,0,0,0,360,0,0,2,10,5,10,250,10,100,40,0,14,0,40,0,0,15,1,12,30,0,0,60,1,20,0,0,8,90,0,8,0,0,0,1,5,0,0,40,0,2,0,14,0,1,0,42,2,0,0,0,0,10,0,15,0,60,0,100,0,0,0,0,0,80,0,0,0
109000425,"ENG_044_MZB_LO_7","109000425_21.10.2010",2010,"10",21,0,0,0,0,7,0,0,153,0,0,0,0,0,0,5,102,0,0,0,0,0,0,0,0,0,431,0,0,0,6,15,5,408,4,404,21,0,23,0,62,0,0,33,0,34,3,0,0,6,3,19,1,0,1,107,0,7,0,0,0,0,3,0,0,79,0,1,0,13,0,1,2,36,2,0,0,0,0,2,0,6,0,260,0,306,0,0,0,0,0,80,0,0,0
109000425,"ENG_044_MZB_LO_7","109000425_30.10.2013",2013,"10",30,2,0,0,0,49,0,18,71,1,1,0,3,0,0,2,12,0,0,0,0,6,0,0,0,0,1462,0,0,1,19,8,5,2294,14,241,36,0,7,1,34,0,0,68,0,69,67,0,0,203,3,32,0,0,4,43,0,3,0,0,0,0,35,0,0,27,0,1,0,14,0,4,6,68,2,0,0,0,0,26,0,38,3,12,0,116,0,0,0,0,0,84,0,0,0
109000425,"ENG_044_MZB_LO_7","109000425_20.10.2014",2014,"10",20,0,0,0,0,3,0,12,84,0,0,0,76,0,0,23,130,0,0,0,0,0,0,0,0,2,1384,0,2,22,22,0,3,1188,3,189,38,0,35,0,88,0,3,2,0,330,49,0,0,7,12,7,1,0,3,18,0,5,0,0,0,0,7,0,0,69,36,0,0,4,0,1,1,26,0,0,0,0,0,12,0,10,0,44,0,185,1,0,0,0,0,2,0,0,0
109000425,"ENG_044_MZB_LO_7","109000425_27.10.2015",2015,"10",27,0,0,0,0,0,0,17,140,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1234,0,0,0,1,1,1,2200,4,60,28,0,1,0,35,0,0,50,0,50,0,0,0,1,1,0,0,0,4,45,0,0,0,0,0,0,10,0,0,93,50,0,0,0,0,0,0,2,1,0,0,0,0,4,0,11,1,48,0,220,0,0,0,0,0,2,0,0,0
109000425,"ENG_044_MZB_LO_7","109000425_10.10.2016",2016,"10",10,0,0,0,0,1,0,2,168,0,1,0,51,0,0,0,450,0,0,0,0,1,0,0,0,0,603,0,1,3,6,4,1,820,3,65,24,0,17,0,50,1,0,67,0,380,45,0,0,95,9,11,7,0,2,289,0,0,0,0,0,0,14,0,0,30,30,0,0,7,0,1,1,17,8,0,0,0,0,11,0,15,0,335,0,77,0,0,0,0,0,1,0,0,0
109000425,"ENG_044_MZB_LO_7","109000425_23.10.2017",2017,"10",23,0,0,2,0,7,0,0,67,0,0,1,105,0,0,0,8,0,0,0,0,1,0,0,0,0,1343,0,0,1,26,53,6,0,8,120,40,0,9,0,135,0,0,50,0,56,26,0,0,39,5,9,0,0,2,259,0,3,0,0,0,0,90,0,0,90,28,0,0,28,0,0,2,28,0,0,0,0,0,5,0,39,0,39,0,804,0,0,0,0,0,2,0,0,0
109000425,"ENG_044_MZB_LO_7","109000425_11.10.2018",2018,"10",11,0,0,1,0,2,0,2,104,0,0,2,0,0,0,0,136,0,0,0,0,0,3,0,0,0,239,0,1,2,1,7,0,0,1,75,21,0,6,0,78,0,4,137,0,182,20,0,0,2,9,8,3,0,12,36,0,0,0,0,0,0,31,0,0,100,22,0,0,2,0,0,2,3,2,0,0,0,0,0,0,5,0,354,0,142,0,0,0,0,0,0,0,0,0
109000425,"ENG_044_MZB_LO_7","109000425_15.10.2019",2019,"10",15,1,0,0,0,3,1,1,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,231,0,0,0,0,0,5,0,1,10,9,0,1,0,30,0,0,82,0,31,2,0,0,2,3,3,0,0,3,3,0,0,0,0,0,0,29,0,0,20,15,0,0,1,0,0,0,14,2,3,0,0,0,4,0,6,2,2,0,84,0,0,0,0,0,1,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_13.10.2006",2006,"10",13,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,20,0,0,3,20,0,2,6000,0,60,30,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,1,0,12,0,16,0,0,0,0,0,0,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_19.09.2007",2007,"9",19,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,32,0,0,2,4,0,2,2460,3,308,6,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,524,4,0,0,0,0,0,0,0,9,0,3,0,6,0,0,0,0,0,13,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_16.10.2008",2008,"10",16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,700,1,1600,10,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,200,6,0,0,0,0,0,0,0,6,0,1,0,12,0,0,0,0,0,7,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_07.09.2009",2009,"9",7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,150,1,400,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,50,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,25,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_19.10.2010",2010,"10",19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,30,1,0,0,1,0,0,0,0,2,40,0,0,6,12,0,0,1200,0,1100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,4,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_21.10.2011",2011,"10",21,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,367,0,0,0,0,0,1,0,0,0,9,0,0,4,17,0,0,223,0,25,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,78,0,0,0,0,0,1,1083,1,2,3,0,0,0,0,0,1,0,43,0,0,0,0,0,0,0,3,0,1,0
109000426,"ENG_044_MZB_LO_8","109000426_22.10.2012",2012,"10",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,2380,0,300,21,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,270,1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_29.10.2013",2013,"10",29,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,14,0,0,1,0,0,0,1586,0,232,340,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,238,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,222,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_14.10.2014",2014,"10",14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,3,9,1,0,3,0,0,0,730,5,550,103,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,90,2,0,0,0,0,0,0,0,0,0,30,11,0,0,0,0,0,355,10,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_27.10.2015",2015,"10",27,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,64,0,0,1,9,0,0,1522,1,68,7,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,55,7,0,0,0,0,0,256,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_10.10.2016",2016,"10",10,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,34,0,1,3,2,0,1,1068,0,18,42,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,100,7,0,0,0,0,0,633,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_06.10.2017",2017,"10",6,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,56,2,1,60,1,0,0,996,2,2420,13,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,63,1,0,0,0,0,0,0,0,0,0,60,12,0,0,0,0,0,932,2,2,0,0,0,0,1,0,0,0,35,0,2,0,0,0,0,0,0,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_11.10.2018",2018,"10",11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,12,0,0,1,0,0,0,327,0,140,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109000426,"ENG_044_MZB_LO_8","109000426_14.10.2019",2019,"10",14,0,0,0,0,1,0,0,26,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,15,0,0,5,1,0,0,700,0,157,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,1764,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000427,"ENG_044_MZB_LO_9","109000427_08.11.2006",2006,"11",8,0,0,0,0,57,0,0,608,1,7,0,239,0,0,5,53,0,0,0,0,2,0,0,1320,0,642,0,0,2,7,27,0,2787,4,10,14,0,0,1,29,0,0,3,0,158,2,0,0,30,28,2,0,0,1,1,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0,0,510,0,55,0,0,0,0,0,8,0,0,0
109000427,"ENG_044_MZB_LO_9","109000427_03.10.2007",2007,"10",3,0,0,0,0,2,0,0,227,0,4,0,12,1,0,3,124,0,2,0,0,1,6,0,29,0,144,0,0,0,8,9,2,2502,5,3,29,0,4,1,6,1,0,8,0,82,1,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,35,0,0,0,0,0,0,0,3,18,0,0,0,0,7,0,0,0,311,0,3,0,0,0,0,0,3,0,0,0
109000427,"ENG_044_MZB_LO_9","109000427_16.10.2008",2008,"10",16,0,0,0,0,9,0,0,642,0,6,0,63,0,0,9,105,0,6,0,0,0,2,0,98,0,290,0,0,1,35,8,3,1423,4,47,51,0,0,2,47,0,0,31,0,103,3,0,0,0,17,4,0,0,3,2,0,0,7,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,4,0,178,0,289,0,0,0,0,0,6,0,0,0
109000427,"ENG_044_MZB_LO_9","109000427_20.10.2009",2009,"10",20,0,0,0,0,8,0,0,40,0,15,0,110,0,0,1,130,0,0,0,0,4,0,0,200,1,160,0,0,2,20,100,4,2000,6,20,40,0,4,3,12,0,0,40,0,40,15,0,0,0,30,3,0,0,16,10,1,3,1,0,0,0,0,0,0,50,0,0,0,0,0,1,0,52,7,0,0,0,0,6,0,7,0,90,0,60,0,0,0,0,0,12,0,0,0
109000427,"ENG_044_MZB_LO_9","109000427_19.10.2010",2010,"10",19,0,0,0,0,10,0,0,190,0,10,1,400,0,0,20,500,0,0,1,0,1,0,0,90,1,600,0,0,10,1,20,12,6700,15,50,80,0,2,2,20,0,0,80,0,100,7,0,0,0,200,8,0,0,3,20,0,7,1,0,0,0,0,0,0,600,0,0,0,0,0,0,0,62,0,0,0,0,0,12,0,15,0,180,0,400,0,0,0,0,0,8,0,0,0
